Size of Data (KB),Server Data Size,Server Data Size (KB),Time to Send,Time to Receive,Processing Time,Topology
3,55056,53.765625,66,31,97,
3,58942,57.56054688,51,29,80,
3,62808,61.3359375,67,31,98,
3,66700,65.13671875,59,31,90,
3,70576,68.921875,60,30,90,
3,74434,72.68945313,70,31,101,
3,78302,76.46679688,71,24,95,
3,82176,80.25,76,34,110,
3,86050,84.03320313,61,26,87,
3,89920,87.8125,64,30,94,
3,93804,91.60546875,61,25,86,
3,97668,95.37890625,52,17,69,
3,101548,99.16796875,56,19,75,
3,105414,102.9433594,54,14,68,
3,109280,106.71875,64,29,93,
3,113166,110.5136719,53,30,83,
3,117038,114.2949219,54,31,85,
3,120912,118.078125,81,48,129,
3,124788,121.8632813,89,38,127,
3,128654,125.6386719,84,35,119,
3,132534,129.4277344,87,38,125,
3,136416,133.21875,2412,2364,4776,
3,140296,137.0078125,460,416,876,
3,144172,140.7929688,210,167,377,
3,148052,144.5820313,344,299,643,
3,151924,148.3632813,200,155,355,
3,155804,152.1523438,72,28,100,
3,159684,155.9414063,103,50,153,
3,163568,159.734375,78,29,107,
3,167444,163.5195313,82,31,113,
3,171312,167.296875,91,41,132,
3,175182,171.0761719,1055,1002,2057,
3,179060,174.8632813,117,48,165,
3,182928,178.640625,78,32,110,
3,186802,182.4238281,76,32,108,
3,190666,186.1972656,83,17,100,
3,194542,189.9824219,434,377,811,
3,198432,193.78125,88,31,119,
3,202298,197.5566406,79,32,111,
3,206142,201.3105469,1128,1065,2193,
3,210022,205.0996094,84,31,115,
3,213888,208.875,767,696,1463,
3,217764,212.6601563,76,18,94,
3,221640,216.4453125,560,506,1066,
3,225512,220.2265625,111,33,144,
3,229384,224.0078125,95,31,126,
3,233268,227.8007813,85,30,115,
3,237136,231.578125,86,34,120,
3,241010,235.3613281,92,39,131,
3,244884,239.1445313,110,53,163,
3,248754,242.9238281,99,34,133,
3,252622,246.7011719,93,30,123,
3,256506,250.4941406,398,341,739,
3,260390,254.2871094,128,40,168,
3,264268,258.0742188,128,50,178,
3,268140,261.8554688,82,18,100,
3,272020,265.6445313,110,35,145,
3,275894,269.4277344,93,32,125,
3,279770,273.2128906,100,36,136,
3,283644,276.9960938,116,35,151,
3,287518,280.7792969,115,25,140,
3,291396,284.5664063,126,33,159,
3,295266,288.3457031,1395,1287,2682,
3,299140,292.1289063,141,34,175,
3,303008,295.90625,123,33,156,
3,306878,299.6855469,117,48,165,
3,310744,303.4609375,98,32,130,
3,314622,307.2480469,104,33,137,
3,318496,311.03125,100,19,119,
3,322372,314.8164063,97,33,130,
3,326240,318.59375,105,32,137,
3,330128,322.390625,123,50,173,
3,333986,326.1582031,1672,1591,3263,
3,337858,329.9394531,145,49,194,
3,341742,333.7324219,110,36,146,
3,345604,337.5039063,866,795,1661,
3,349482,341.2910156,146,56,202,
3,353356,345.0742188,133,38,171,
3,357232,348.859375,115,33,148,
3,361118,352.6542969,108,32,140,
3,364986,356.4316406,2801,2725,5526,
3,368870,360.2246094,1063,990,2053,
3,372746,364.0097656,1477,1384,2861,
3,376636,367.8085938,1236,1158,2394,
3,380516,371.5976563,835,731,1566,
3,384392,375.3828125,645,553,1198,
3,388280,379.1796875,885,792,1677,
3,392178,382.9863281,601,512,1113,
3,396056,386.7734375,714,619,1333,
3,399952,390.578125,662,575,1237,
3,403830,394.3652344,503,431,934,
3,407712,398.15625,654,553,1207,
3,411590,401.9433594,644,553,1197,
3,415442,405.7050781,879,766,1645,
3,419318,409.4902344,683,601,1284,
3,423174,413.2558594,677,601,1278,
3,427038,417.0292969,863,777,1640,
3,430930,420.8300781,608,529,1137,
3,434806,424.6152344,622,528,1150,
3,438688,428.40625,566,486,1052,
3,442566,432.1933594,657,575,1232,
3,446436,435.9726563,728,648,1376,
3,450310,439.7558594,713,570,1283,
3,454192,443.546875,385,288,673,
3,458060,447.3242188,763,669,1432,
3,461942,451.1152344,834,747,1581,
3,465814,454.8964844,688,598,1286,
3,469704,458.6953125,754,667,1421,
3,473564,462.4648438,565,475,1040,
3,477454,466.2636719,978,894,1872,
3,481328,470.046875,652,565,1217,
3,485204,473.8320313,701,603,1304,
3,489086,477.6230469,545,443,988,
3,492956,481.4023438,720,615,1335,
3,496838,485.1933594,853,751,1604,
3,500712,488.9765625,654,533,1187,
3,504582,492.7558594,854,751,1605,
3,508450,496.5332031,637,513,1150,
3,512338,500.3300781,825,733,1558,
3,516206,504.1074219,970,849,1819,
3,520084,507.8945313,754,634,1388,
3,523966,511.6855469,592,480,1072,
3,527852,515.4804688,798,673,1471,
3,531726,519.2636719,668,556,1224,
3,535590,523.0371094,678,548,1226,
3,539462,526.8183594,632,517,1149,
3,543332,530.5976563,610,492,1102,
3,547192,534.3671875,755,633,1388,
3,551062,538.1464844,609,512,1121,
3,554944,541.9375,701,593,1294,
3,558828,545.7304688,675,542,1217,
3,562710,549.5214844,753,638,1391,BAn20m10 (iteration 3)
3,4658,4.548828125,39,11,50,
3,8536,8.3359375,48,12,60,
3,12426,12.13476563,51,18,69,
3,16306,15.92382813,51,19,70,
3,20174,19.70117188,64,48,112,
3,24042,23.47851563,49,19,68,
3,27914,27.25976563,57,25,82,
3,31778,31.03320313,52,19,71,
3,35638,34.80273438,90,32,122,
3,39518,38.59179688,64,31,95,
3,43404,42.38671875,84,25,109,
3,47284,46.17578125,85,55,140,
3,51152,49.953125,53,34,87,
3,55018,53.72851563,62,24,86,
3,58898,57.51757813,56,30,86,
3,62782,61.31054688,52,30,82,
3,66666,65.10351563,52,29,81,
3,70544,68.890625,54,30,84,
3,74420,72.67578125,54,21,75,
3,78316,76.48046875,57,23,80,
3,82194,80.26757813,51,16,67,
3,86064,84.046875,53,16,69,
3,89938,87.83007813,66,32,98,
3,93792,91.59375,90,32,122,
3,97658,95.36914063,77,17,94,
3,101542,99.16210938,66,19,85,
3,105422,102.9511719,85,35,120,
3,109290,106.7285156,66,31,97,
3,113162,110.5097656,113,62,175,
3,117038,114.2949219,73,26,99,
3,120918,118.0839844,66,27,93,
3,124794,121.8691406,84,33,117,
3,128672,125.65625,96,44,140,
3,132552,129.4453125,87,35,122,
3,136436,133.2382813,2206,2159,4365,
3,140320,137.03125,201,149,350,
3,144198,140.8183594,197,154,351,
3,148070,144.5996094,70,28,98,
3,151954,148.3925781,83,27,110,
3,155834,152.1816406,74,30,104,
3,159722,155.9785156,67,19,86,
3,163596,159.7617188,67,19,86,
3,167470,163.5449219,62,18,80,
3,171350,167.3339844,60,32,92,
3,175222,171.1152344,73,32,105,
3,179104,174.90625,549,486,1035,
3,182980,178.6914063,85,32,117,
3,186854,182.4746094,136,87,223,
3,190730,186.2597656,77,20,97,
3,194598,190.0371094,84,26,110,
3,198486,193.8339844,83,16,99,
3,202368,197.625,942,887,1829,
3,206248,201.4140625,94,29,123,
3,210132,205.2070313,145,43,188,
3,214020,209.0039063,633,568,1201,
3,217904,212.796875,76,17,93,
3,221770,216.5722656,70,18,88,
3,225652,220.3632813,86,17,103,
3,229530,224.1503906,73,17,90,
3,233406,227.9355469,90,32,122,
3,237290,231.7285156,90,33,123,
3,241162,235.5097656,84,32,116,
3,245042,239.2988281,85,34,119,
3,248898,243.0644531,100,38,138,
3,252756,246.8320313,109,32,141,
3,256624,250.609375,213,155,368,
3,260496,254.390625,588,527,1115,
3,264382,258.1855469,99,38,137,
3,268260,261.9726563,95,32,127,
3,272126,265.7480469,97,33,130,
3,275998,269.5292969,96,18,114,
3,279886,273.3261719,84,26,110,
3,283776,277.125,100,36,136,
3,287650,280.9082031,90,32,122,
3,291520,284.6875,91,40,131,
3,295388,288.4648438,1344,1264,2608,
3,299250,292.2363281,109,33,142,
3,303128,296.0234375,138,53,191,
3,307004,299.8085938,169,54,223,
3,310874,303.5878906,144,53,197,
3,314742,307.3652344,113,39,152,
3,318620,311.1523438,104,33,137,
3,322496,314.9375,121,41,162,
3,326382,318.7324219,111,33,144,
3,330256,322.515625,101,32,133,
3,334130,326.2988281,1686,1618,3304,
3,338018,330.0957031,104,39,143,
3,341902,333.8886719,103,39,142,
3,345774,337.6699219,998,931,1929,
3,349638,341.4433594,115,43,158,
3,353510,345.2246094,132,43,175,
3,357384,349.0078125,134,37,171,
3,361262,352.7949219,111,34,145,
3,365138,356.5800781,2051,1977,4028,
3,369024,360.375,1623,1550,3173,
3,372906,364.1660156,1012,913,1925,
3,376774,367.9433594,200,122,322,
3,380648,371.7265625,431,340,771,
3,384510,375.4980469,1216,1146,2362,
3,388400,379.296875,1019,945,1964,
3,392286,383.0917969,883,794,1677,
3,396180,386.8945313,665,592,1257,
3,400064,390.6875,551,477,1028,
3,403934,394.4667969,669,593,1262,
3,407818,398.2597656,589,514,1103,
3,411698,402.0488281,691,608,1299,
3,415574,405.8339844,688,606,1294,
3,419446,409.6152344,596,511,1107,
3,423326,413.4042969,464,387,851,
3,427200,417.1875,835,760,1595,
3,431066,420.9628906,611,526,1137,
3,434948,424.7539063,935,851,1786,
3,438804,428.5195313,479,398,877,
3,442678,432.3027344,737,634,1371,
3,446546,436.0800781,628,541,1169,
3,450414,439.8574219,973,848,1821,
3,454292,443.6445313,729,617,1346,
3,458166,447.4277344,685,599,1284,
3,462034,451.2050781,533,444,977,
3,465910,454.9902344,696,611,1307,
3,469784,458.7734375,625,530,1155,
3,473668,462.5664063,764,679,1443,
3,477554,466.3613281,721,619,1340,
3,481438,470.1542969,626,538,1164,
3,485302,473.9277344,804,711,1515,
3,489170,477.7050781,671,547,1218,
3,493038,481.4824219,431,310,741,
3,496916,485.2695313,900,789,1689,
3,500796,489.0585938,1165,1017,2182,
3,504680,492.8515625,785,672,1457,
3,508558,496.6386719,810,684,1494,
3,512422,500.4121094,684,571,1255,
3,516298,504.1972656,965,848,1813,
3,520170,507.9785156,644,535,1179,
3,524046,511.7636719,802,704,1506,
3,527924,515.5507813,612,490,1102,
3,531806,519.3417969,652,511,1163,
3,535690,523.1347656,530,425,955,
3,539572,526.9257813,585,466,1051,
3,543456,530.71875,665,547,1212,
3,547348,534.5195313,695,597,1292,
3,551226,538.3066406,773,661,1434,
3,555116,542.1054688,741,617,1358,
3,558992,545.890625,652,530,1182,
3,562854,549.6621094,678,568,1246,BAn20m10 (iteration 4)
3,4678,4.568359375,46,18,64,
3,8542,8.341796875,51,19,70,
3,12424,12.1328125,52,23,75,
3,16302,15.91992188,73,38,111,
3,20178,19.70507813,62,25,87,
3,24058,23.49414063,53,23,76,
3,27938,27.28320313,85,29,114,
3,31820,31.07421875,55,19,74,
3,35688,34.8515625,55,19,74,
3,39558,38.63085938,131,85,216,
3,43438,42.41992188,49,18,67,
3,47312,46.203125,49,18,67,
3,51170,49.97070313,69,29,98,
3,55040,53.75,50,18,68,
3,58912,57.53125,50,19,69,
3,62790,61.31835938,68,33,101,
3,66658,65.09570313,71,34,105,
3,70544,68.890625,61,28,89,
3,74416,72.671875,66,32,98,
3,78300,76.46484375,62,25,87,
3,82178,80.25195313,59,27,86,
3,86054,84.03710938,61,27,88,
3,89950,87.84179688,61,26,87,
3,93822,91.62304688,53,19,72,
3,97704,95.4140625,69,34,103,
3,101576,99.1953125,63,25,88,
3,105458,102.9863281,70,26,96,
3,109336,106.7734375,73,32,105,
3,113232,110.578125,73,34,107,
3,117092,114.3476563,56,17,73,
3,120978,118.1425781,77,33,110,
3,124850,121.9238281,77,33,110,
3,128726,125.7089844,64,17,81,
3,132598,129.4902344,63,16,79,
3,136482,133.2832031,61,17,78,
3,140364,137.0742188,77,17,94,
3,144240,140.859375,57,17,74,
3,148120,144.6484375,72,17,89,
3,151992,148.4296875,68,18,86,
3,155860,152.2070313,85,41,126,
3,159722,155.9785156,67,26,93,
3,163596,159.7617188,253,212,465,
3,167478,163.5527344,227,165,392,
3,171350,167.3339844,2314,2217,4531,
3,175218,171.1113281,357,309,666,
3,179100,174.9023438,66,16,82,
3,182968,178.6796875,75,30,105,
3,186842,182.4628906,86,41,127,
3,190716,186.2460938,76,29,105,
3,194600,190.0390625,74,28,102,
3,198482,193.8300781,83,34,117,
3,202352,197.609375,104,55,159,
3,206234,201.4003906,83,30,113,
3,210108,205.1835938,86,29,115,
3,213962,208.9472656,110,35,145,
3,217856,212.75,93,40,133,
3,221722,216.5253906,137,73,210,
3,225606,220.3183594,81,31,112,
3,229486,224.1074219,83,31,114,
3,233368,227.8984375,849,798,1647,
3,237246,231.6855469,69,17,86,
3,241126,235.4746094,83,32,115,
3,245008,239.265625,84,32,116,
3,248886,243.0527344,85,26,111,
3,252768,246.84375,69,16,85,
3,256634,250.6191406,536,476,1012,
3,260516,254.4101563,720,657,1377,
3,264400,258.203125,102,32,134,
3,268282,261.9941406,88,16,104,
3,272170,265.7910156,490,434,924,
3,276052,269.5820313,100,22,122,
3,279924,273.3632813,271,208,479,
3,283804,277.1523438,147,74,221,
3,287684,280.9414063,87,33,120,
3,291562,284.7285156,84,25,109,
3,295430,288.5058594,1947,1874,3821,
3,299310,292.2949219,170,81,251,
3,303190,296.0839844,202,118,320,
3,307080,299.8828125,255,186,441,
3,310954,303.6660156,377,299,676,
3,314814,307.4355469,293,234,527,
3,318694,311.2246094,216,153,369,
3,322590,315.0292969,98,32,130,
3,326466,318.8144531,124,57,181,
3,330336,322.59375,1883,1809,3692,
3,334216,326.3828125,179,74,253,
3,338106,330.1816406,280,158,438,
3,341974,333.9589844,307,168,475,
3,345864,337.7578125,332,189,521,
3,349748,341.5507813,346,224,570,
3,353624,345.3359375,2968,2809,5777,
3,357514,349.1347656,1185,1100,2285,
3,361396,352.9257813,1010,866,1876,
3,365274,356.7128906,1014,844,1858,
3,369162,360.5097656,587,418,1005,
3,373040,364.296875,925,768,1693,
3,376900,368.0664063,786,490,1276,
3,380770,371.8457031,722,563,1285,
3,384650,375.6347656,627,444,1071,
3,388512,379.40625,840,378,1218,
3,392406,383.2089844,1351,374,1725,
3,396286,386.9980469,704,67,771,
3,400160,390.78125,367,270,637,
3,404026,394.5566406,622,440,1062,
3,407912,398.3515625,512,409,921,
3,411796,402.1445313,1242,465,1707,
3,415680,405.9375,1206,547,1753,
3,419540,409.7070313,628,395,1023,
3,423404,413.4804688,458,320,778,
3,427288,417.2734375,562,427,989,
3,431186,421.0800781,705,610,1315,
3,435060,424.8632813,831,741,1572,
3,438946,428.6582031,700,598,1298,
3,442838,432.4589844,651,546,1197,
3,447408,436.921875,805,687,1492,
3,451988,441.3945313,877,769,1646,
3,456556,445.8554688,1202,1099,2301,
3,461130,450.3222656,359,254,613,
3,465714,454.7988281,893,791,1684,
3,470292,459.2695313,1504,1386,2890,
3,474174,463.0605469,496,363,859,
3,478050,466.8457031,719,624,1343,
3,481926,470.6308594,503,370,873,
3,485794,474.4082031,938,730,1668,
3,489678,478.2011719,651,558,1209,
3,493556,481.9882813,857,742,1599,
3,497446,485.7871094,905,814,1719,
3,501338,489.5878906,606,507,1113,
3,505222,493.3808594,574,479,1053,
3,509106,497.1738281,807,711,1518,
3,512994,500.9707031,644,542,1186,
3,516876,504.7617188,720,626,1346,
3,520746,508.5410156,569,455,1024,
3,524626,512.3300781,786,675,1461,
3,528510,516.1230469,599,502,1101,
3,532376,519.8984375,852,710,1562,
3,536254,523.6855469,901,784,1685,
3,540144,527.484375,814,699,1513,
3,544026,531.2753906,633,517,1150,
3,547908,535.0664063,855,755,1610,
3,551792,538.859375,666,566,1232,
3,555662,542.6386719,888,786,1674,
3,559520,546.40625,836,722,1558,
3,563390,550.1855469,876,762,1638,
3,567264,553.96875,755,648,1403,
3,571146,557.7597656,830,701,1531,
3,575024,561.546875,750,626,1376,
3,578900,565.3320313,937,829,1766,
3,582786,569.1269531,728,607,1335,
3,586676,572.9257813,900,785,1685,
3,590554,576.7128906,889,733,1622,
3,594436,580.5039063,1007,874,1881,
3,598306,584.2832031,931,791,1722,
3,602172,588.0585938,771,611,1382,
3,606054,591.8496094,748,605,1353,
3,609932,595.6367188,908,774,1682,
3,613802,599.4160156,829,708,1537,
3,617686,603.2089844,909,793,1702,
3,621558,606.9902344,850,732,1582,
3,625438,610.7792969,685,567,1252,
3,629306,614.5566406,1036,840,1876,
3,633202,618.3613281,726,611,1337,
3,637068,622.1367188,1005,876,1881,
3,640942,625.9199219,826,697,1523,
3,644820,629.7070313,901,781,1682,
3,648690,633.4863281,1077,924,2001,
3,652568,637.2734375,839,673,1512,
3,656452,641.0664063,844,682,1526,
3,660334,644.8574219,749,610,1359,
3,664230,648.6621094,780,640,1420,
3,668102,652.4433594,895,734,1629,
3,671970,656.2207031,805,654,1459,
3,675852,660.0117188,880,718,1598,
3,679738,663.8066406,804,656,1460,
3,683622,667.5996094,805,666,1471,
3,687496,671.3828125,764,636,1400,
3,691374,675.1699219,747,609,1356,
3,695280,678.984375,876,726,1602,
3,699146,682.7597656,879,709,1588,
3,703024,686.546875,917,734,1651,BAn20m15 (iteration 1)
3,4680,4.5703125,78,29,107,
3,8556,8.35546875,69,19,88,
3,12438,12.14648438,68,25,93,
3,16326,15.94335938,69,20,89,
3,20198,19.72460938,54,14,68,
3,24082,23.51757813,68,21,89,
3,27958,27.30273438,69,24,93,
3,31834,31.08789063,69,24,93,
3,35710,34.87304688,73,27,100,
3,39570,38.64257813,75,28,103,
3,43442,42.42382813,79,29,108,
3,47306,46.19726563,96,36,132,
3,51190,49.99023438,84,29,113,
3,55062,53.77148438,86,32,118,
3,58930,57.54882813,95,34,129,
3,62804,61.33203125,98,33,131,
3,66680,65.1171875,89,29,118,
3,70556,68.90234375,78,26,104,
3,74416,72.671875,89,28,117,
3,78298,76.46289063,87,28,115,
3,82166,80.24023438,114,31,145,
3,86054,84.03710938,94,29,123,
3,89948,87.83984375,115,38,153,
3,93828,91.62890625,106,36,142,
3,97704,95.4140625,114,35,149,
3,101584,99.203125,122,27,149,
3,105480,103.0078125,119,35,154,
3,109364,106.8007813,107,27,134,
3,113234,110.5800781,122,31,153,
3,117110,114.3652344,98,39,137,
3,120986,118.1503906,92,39,131,
3,124860,121.9335938,97,44,141,
3,128746,125.7285156,90,37,127,
3,132622,129.5136719,110,49,159,
3,136520,133.3203125,174,110,284,
3,140396,137.1054688,116,54,170,
3,144274,140.8925781,96,34,130,
3,148158,144.6855469,99,25,124,
3,152044,148.4804688,84,21,105,
3,155928,152.2734375,84,28,112,
3,159786,156.0410156,79,36,115,
3,163658,159.8222656,91,33,124,
3,167544,163.6171875,1152,1060,2212,
3,171406,167.3886719,3489,3372,6861,
3,175292,171.1835938,155,37,192,
3,179182,174.9824219,193,50,243,
3,183052,178.7617188,198,50,248,
3,186920,182.5390625,123,34,157,
3,190790,186.3183594,1031,953,1984,
3,194664,190.1015625,276,207,483,
3,198538,193.8847656,469,393,862,
3,202408,197.6640625,185,79,264,
3,206298,201.4628906,449,354,803,
3,210178,205.2519531,109,34,143,
3,214056,209.0390625,206,35,241,
3,217928,212.8203125,150,49,199,
3,221820,216.6210938,143,49,192,
3,225682,220.3925781,172,58,230,
3,229550,224.1699219,137,38,175,
3,233420,227.9492188,125,33,158,
3,237284,231.7226563,112,29,141,
3,241168,235.515625,125,33,158,
3,245044,239.3007813,135,33,168,
3,248928,243.09375,129,34,163,
3,252808,246.8828125,1972,1836,3808,
3,256694,250.6777344,123,38,161,
3,260582,254.4746094,100,36,136,
3,264448,258.25,134,48,182,
3,268306,262.0175781,151,33,184,
3,272184,265.8046875,198,67,265,
3,276058,269.5878906,167,32,199,
3,279932,273.3710938,112,36,148,
3,283808,277.15625,131,49,180,
3,287688,280.9453125,111,42,153,
3,291564,284.7304688,2383,2315,4698,
3,295436,288.5117188,196,61,257,
3,299300,292.2851563,257,94,351,
3,303178,296.0722656,214,56,270,
3,307054,299.8574219,187,41,228,
3,310934,303.6464844,170,43,213,
3,314808,307.4296875,203,41,244,
3,318692,311.2226563,209,70,279,
3,322574,315.0136719,136,40,176,
3,326456,318.8046875,2626,2546,5172,
3,330330,322.5878906,1906,1818,3724,
3,334206,326.3730469,879,783,1662,
3,338070,330.1464844,632,533,1165,
3,341956,333.9414063,537,426,963,
3,345830,337.7246094,570,491,1061,
3,349712,341.515625,686,589,1275,
3,353570,345.2832031,721,633,1354,
3,357454,349.0761719,762,685,1447,
3,361328,352.859375,852,509,1361,
3,365204,356.6445313,746,389,1135,
3,369074,360.4238281,820,478,1298,
3,372952,364.2109375,632,396,1028,
3,376838,368.0058594,636,537,1173,
3,380718,371.7949219,427,321,748,
3,384602,375.5878906,667,578,1245,
3,388470,379.3652344,796,693,1489,
3,392354,383.1582031,723,627,1350,
3,396244,386.9570313,664,571,1235,
3,400142,390.7636719,700,596,1296,
3,404030,394.5605469,705,587,1292,
3,407906,398.3457031,617,443,1060,
3,411786,402.1347656,742,639,1381,
3,415660,405.9179688,690,583,1273,
3,419530,409.6972656,705,594,1299,
3,423396,413.4726563,775,681,1456,
3,427278,417.2636719,594,518,1112,
3,431162,421.0566406,747,654,1401,
3,435056,424.859375,735,639,1374,
3,438942,428.6542969,700,609,1309,
3,442816,432.4375,714,632,1346,
3,447396,436.9101563,814,704,1518,
3,451970,441.3769531,807,693,1500,
3,456540,445.8398438,950,846,1796,
3,461116,450.3085938,1487,972,2459,
3,465692,454.7773438,894,416,1310,
3,470266,459.2441406,1000,451,1451,
3,474148,463.0351563,369,263,632,
3,478024,466.8203125,485,397,882,
3,481908,470.6132813,565,476,1041,
3,485784,474.3984375,823,733,1556,
3,489664,478.1875,598,506,1104,
3,493548,481.9804688,847,745,1592,
3,497416,485.7578125,811,702,1513,
3,501276,489.5273438,571,464,1035,
3,505154,493.3144531,685,600,1285,
3,509040,497.109375,603,511,1114,
3,512904,500.8828125,702,607,1309,
3,516776,504.6640625,616,526,1142,
3,520658,508.4550781,653,563,1216,
3,524522,512.2285156,622,529,1151,
3,528390,516.0058594,770,672,1442,
3,532274,519.7988281,209,67,276,
3,536146,523.5800781,1008,882,1890,
3,540026,527.3691406,1020,902,1922,
3,543908,531.1601563,953,820,1773,
3,547794,534.9550781,623,518,1141,
3,551668,538.7382813,772,660,1432,
3,555532,542.5117188,724,595,1319,
3,559406,546.2949219,883,760,1643,
3,563298,550.0957031,976,855,1831,
3,567178,553.8847656,813,675,1488,
3,571066,557.6816406,1097,972,2069,
3,574942,561.4667969,745,622,1367,
3,578828,565.2617188,1014,870,1884,
3,582706,569.0488281,762,635,1397,
3,586586,572.8378906,753,634,1387,
3,590454,576.6152344,1274,1128,2402,
3,594332,580.4023438,551,408,959,
3,598212,584.1914063,724,604,1328,
3,602092,587.9804688,918,783,1701,
3,605968,591.765625,955,805,1760,
3,609856,595.5625,773,626,1399,
3,613730,599.3457031,940,806,1746,
3,617596,603.1210938,649,526,1175,
3,621470,606.9042969,846,716,1562,
3,625340,610.6835938,896,772,1668,
3,629222,614.4746094,694,548,1242,
3,633086,618.2480469,878,753,1631,
3,636970,622.0410156,873,753,1626,
3,640844,625.8242188,681,565,1246,
3,644734,629.6230469,1066,931,1997,
3,648614,633.4121094,941,774,1715,
3,652484,637.1914063,669,507,1176,
3,656358,640.9746094,625,477,1102,
3,660224,644.75,668,493,1161,
3,664088,648.5234375,668,513,1181,
3,667968,652.3125,692,564,1256,
3,671842,656.0957031,648,510,1158,
3,675722,659.8847656,685,559,1244,
3,679598,663.6699219,809,668,1477,
3,683460,667.4414063,786,625,1411,
3,687340,671.2304688,747,627,1374,
3,691224,675.0234375,680,544,1224,
3,695102,678.8105469,716,582,1298,
3,698980,682.5976563,623,492,1115,
3,702860,686.3867188,691,565,1256,BAn20m15 (iteration 2)
3,4668,4.55859375,59,18,77,
3,8546,8.345703125,63,18,81,
3,12436,12.14453125,79,18,97,
3,16306,15.92382813,94,35,129,
3,20184,19.7109375,84,32,116,
3,24054,23.49023438,69,21,90,
3,27928,27.2734375,73,25,98,
3,31806,31.06054688,114,34,148,
3,35688,34.8515625,82,35,117,
3,39558,38.63085938,68,19,87,
3,43414,42.39648438,68,18,86,
3,47294,46.18554688,63,18,81,
3,51170,49.97070313,90,42,132,
3,55056,53.765625,85,20,105,
3,58928,57.546875,85,22,107,
3,62808,61.3359375,97,27,124,
3,66702,65.13867188,82,18,100,
3,70576,68.921875,77,17,94,
3,74446,72.70117188,78,20,98,
3,78318,76.48242188,82,18,100,
3,82192,80.265625,96,31,127,
3,86066,84.04882813,99,27,126,
3,89946,87.83789063,97,24,121,
3,93834,91.63476563,91,18,109,
3,97702,95.41210938,162,34,196,
3,101582,99.20117188,133,39,172,
3,105448,102.9765625,116,34,150,
3,109336,106.7734375,96,18,114,
3,113208,110.5546875,83,34,117,
3,117098,114.3535156,55,18,73,
3,120964,118.1289063,59,17,76,
3,124826,121.9003906,69,17,86,
3,128708,125.6914063,73,35,108,
3,132586,129.4785156,57,16,73,
3,136454,133.2558594,80,33,113,
3,140314,137.0253906,99,39,138,
3,144196,140.8164063,84,33,117,
3,148064,144.59375,63,17,80,
3,151936,148.375,84,35,119,
3,155812,152.1601563,83,38,121,
3,159694,155.9511719,66,17,83,
3,163562,159.7285156,85,35,120,
3,167438,163.5136719,1080,1010,2090,
3,171308,167.2929688,2222,2135,4357,
3,175198,171.0917969,927,826,1753,
3,179078,174.8808594,421,330,751,
3,182942,178.6542969,914,829,1743,
3,186816,182.4375,105,34,139,
3,190686,186.2167969,256,184,440,
3,194564,190.0039063,257,187,444,
3,198450,193.7988281,558,470,1028,
3,202328,197.5859375,163,83,246,
3,206206,201.3730469,265,132,397,
3,210082,205.1582031,280,89,369,
3,213968,208.953125,377,33,410,
3,217840,212.734375,246,48,294,
3,221718,216.5214844,219,46,265,
3,225594,220.3066406,270,28,298,
3,229472,224.09375,166,23,189,
3,233348,227.8789063,79,17,96,
3,237224,231.6640625,93,33,126,
3,241104,235.453125,93,34,127,
3,244976,239.234375,131,52,183,
3,248844,243.0117188,131,36,167,
3,252710,246.7871094,963,888,1851,
3,256570,250.5566406,124,62,186,
3,260438,254.3339844,137,32,169,
3,264310,258.1152344,139,63,202,
3,268176,261.890625,116,39,155,
3,272054,265.6777344,124,32,156,
3,275924,269.4570313,115,41,156,
3,279796,273.2382813,102,32,134,
3,283672,277.0234375,125,63,188,
3,287548,280.8085938,100,33,133,
3,291434,284.6035156,2117,2040,4157,
3,295318,288.3964844,288,27,315,
3,299204,292.1914063,323,48,371,
3,303082,295.9785156,306,29,335,
3,306958,299.7636719,135,34,169,
3,310836,303.5507813,177,49,226,
3,314718,307.3417969,143,49,192,
3,318588,311.1210938,171,69,240,
3,322468,314.9101563,104,36,140,
3,326354,318.7050781,2086,2014,4100,
3,330238,322.4980469,440,24,464,
3,334108,326.2773438,1561,1472,3033,
3,337992,330.0703125,1001,853,1854,
3,341866,333.8535156,658,576,1234,
3,345744,337.640625,746,651,1397,
3,349630,341.4355469,448,370,818,
3,353512,345.2265625,718,633,1351,
3,357388,349.0117188,441,352,793,
3,361270,352.8027344,690,518,1208,
3,365152,356.59375,606,505,1111,
3,369022,360.3730469,599,514,1113,
3,372906,364.1660156,590,403,993,
3,376792,367.9609375,655,560,1215,
3,380668,371.7460938,639,539,1178,
3,384548,375.5351563,662,577,1239,
3,388418,379.3144531,610,516,1126,
3,392292,383.0976563,749,580,1329,
3,396150,386.8652344,578,501,1079,
3,400038,390.6621094,667,573,1240,
3,403906,394.4394531,670,588,1258,
3,407780,398.2226563,545,459,1004,
3,411652,402.0039063,647,559,1206,
3,415524,405.7851563,700,598,1298,
3,419402,409.5722656,700,599,1299,
3,423278,413.3574219,769,686,1455,
3,427156,417.1445313,686,587,1273,
3,431026,420.9238281,539,448,987,
3,434898,424.7050781,717,621,1338,
3,438780,428.4960938,717,627,1344,
3,442654,432.2792969,698,617,1315,
3,447244,436.7617188,768,661,1429,
3,451828,441.2382813,1044,954,1998,
3,456406,445.7089844,779,679,1458,
