Size of Data (KB),Server Data Size,Server Data Size (KB),Time to Send,Time to Receive,Processing Time,Topology
3,4670,4.560546875,89,20,109,
3,8544,8.34375,84,30,114,
3,12420,12.12890625,69,42,111,
3,16298,15.91601563,81,26,107,
3,20188,19.71484375,69,24,93,
3,24058,23.49414063,80,37,117,
3,27938,27.28320313,69,22,91,
3,31820,31.07421875,72,23,95,
3,35694,34.85742188,70,38,108,
3,39568,38.640625,69,18,87,
3,43440,42.421875,100,34,134,
3,47328,46.21875,90,20,110,
3,51210,50.00976563,91,55,146,
3,55076,53.78515625,86,27,113,
3,58954,57.57226563,84,31,115,
3,62822,61.34960938,73,19,92,
3,66716,65.15234375,84,52,136,
3,70592,68.9375,93,34,127,
3,74472,72.7265625,110,34,144,
3,78348,76.51171875,115,57,172,
3,82214,80.28710938,86,36,122,
3,86086,84.06835938,68,18,86,
3,89968,87.859375,100,41,141,
3,93842,91.64257813,100,37,137,
3,97722,95.43164063,114,44,158,
3,101600,99.21875,96,34,130,
3,105482,103.0097656,106,42,148,
3,109354,106.7910156,102,34,136,
3,113234,110.5800781,116,48,164,
3,117116,114.3710938,149,51,200,
3,121002,118.1660156,180,66,246,
3,124884,121.9570313,132,44,176,
3,128758,125.7402344,115,45,160,
3,132618,129.5097656,109,40,149,
3,136496,133.296875,112,44,156,
3,140372,137.0820313,113,43,156,
3,144248,140.8671875,106,34,140,BAn20m2 (iteration 1)
3,4678,4.568359375,95,39,134,
3,8544,8.34375,79,27,106,
3,12414,12.12304688,106,37,143,
3,16296,15.9140625,145,56,201,
3,20176,19.703125,91,32,123,
3,24056,23.4921875,80,23,103,
3,27932,27.27734375,83,30,113,
3,31800,31.0546875,91,36,127,
3,35668,34.83203125,85,32,117,
3,39526,38.59960938,97,35,132,
3,43388,42.37109375,96,41,137,
3,47246,46.13867188,92,35,127,
3,51126,49.92773438,74,27,101,
3,55006,53.71679688,85,33,118,
3,58882,57.50195313,69,21,90,
3,62758,61.28710938,72,20,92,
3,66624,65.0625,101,49,150,
3,70512,68.859375,85,33,118,
3,74386,72.64257813,75,40,115,
3,78266,76.43164063,81,34,115,
3,82144,80.21875,77,18,95,
3,86020,84.00390625,83,18,101,
3,89896,87.7890625,95,18,113,
3,93774,91.57617188,88,25,113,
3,97652,95.36328125,84,28,112,
3,101538,99.15820313,97,18,115,
3,105404,102.9335938,99,47,146,
3,109282,106.7207031,81,18,99,
3,113156,110.5039063,83,19,102,
3,117042,114.2988281,113,46,159,
3,120922,118.0878906,130,34,164,
3,124794,121.8691406,90,33,123,
3,128668,125.6523438,85,26,111,
3,132528,129.421875,156,71,227,
3,136400,133.203125,116,29,145,
3,140276,136.9882813,150,34,184,
3,144146,140.7675781,118,37,155,BAn20m2 (iteration 2)
3,4662,4.552734375,68,20,88,
3,8544,8.34375,74,35,109,
3,12420,12.12890625,64,31,95,
3,16296,15.9140625,59,31,90,
3,20178,19.70507813,82,35,117,
3,24056,23.4921875,83,33,116,
3,27928,27.2734375,84,49,133,
3,31814,31.06835938,78,27,105,
3,35688,34.8515625,84,38,122,
3,39558,38.63085938,111,35,146,
3,43430,42.41210938,62,18,80,
3,47300,46.19140625,85,48,133,
3,51176,49.9765625,77,18,95,
3,55048,53.7578125,81,35,116,
3,58918,57.53710938,84,34,118,
3,62796,61.32421875,77,29,106,
3,66684,65.12109375,85,36,121,
3,70560,68.90625,89,14,103,
3,74424,72.6796875,72,18,90,
3,78312,76.4765625,89,33,122,
3,82204,80.27734375,78,21,99,
3,86064,84.046875,86,43,129,
3,89946,87.83789063,92,18,110,
3,93834,91.63476563,72,32,104,
3,97710,95.41992188,100,40,140,
3,101586,99.20507813,123,18,141,
3,105464,102.9921875,95,21,116,
3,109318,106.7558594,74,20,94,
3,113190,110.5371094,147,78,225,
3,117056,114.3125,92,33,125,
3,120936,118.1015625,100,16,116,
3,124808,121.8828125,91,31,122,
3,128694,125.6777344,70,18,88,
3,132576,129.46875,139,58,197,
3,136444,133.2460938,131,81,212,
3,140326,137.0371094,99,47,146,
3,144196,140.8164063,95,33,128,BAn20m2 (iteration 3)
3,4684,4.57421875,61,20,81,
3,8554,8.353515625,64,19,83,
3,12426,12.13476563,71,33,104,
3,16306,15.92382813,56,32,88,
3,20184,19.7109375,70,31,101,
3,24074,23.50976563,60,23,83,
3,27952,27.296875,82,18,100,
3,31822,31.07617188,68,33,101,
3,35706,34.86914063,65,31,96,
3,39588,38.66015625,72,21,93,
3,43474,42.45507813,62,32,94,
3,47358,46.24804688,76,46,122,
3,51254,50.05273438,87,26,113,
3,55138,53.84570313,88,18,106,
3,59022,57.63867188,65,18,83,
3,62916,61.44140625,70,21,91,
3,66798,65.23242188,112,38,150,
3,70672,69.015625,96,19,115,
3,74544,72.796875,81,34,115,
3,78422,76.58398438,71,32,103,
3,82300,80.37109375,70,18,88,
3,86178,84.15820313,92,18,110,
3,90058,87.94726563,68,31,99,
3,93936,91.734375,105,55,160,
3,97806,95.51367188,95,38,133,
3,101690,99.30664063,135,64,199,
3,105574,103.0996094,103,33,136,
3,109456,106.890625,100,39,139,
3,113334,110.6777344,123,70,193,
3,117206,114.4589844,62,17,79,
3,121074,118.2363281,124,65,189,
3,124942,122.0136719,72,18,90,
3,128818,125.7988281,127,43,170,
3,132700,129.5898438,103,34,137,
3,136566,133.3652344,109,45,154,
3,140440,137.1484375,240,179,419,
3,144320,140.9375,112,41,153,BAn20m2 (iteration 4)
3,4664,4.5546875,65,29,94,
3,8540,8.33984375,85,35,120,
3,12426,12.13476563,55,22,77,
3,16298,15.91601563,63,18,81,
3,20162,19.68945313,91,35,126,
3,24034,23.47070313,72,27,99,
3,27920,27.265625,77,28,105,
3,31792,31.046875,87,29,116,
3,35644,34.80859375,90,37,127,
3,39542,38.61523438,219,174,393,
3,43410,42.39257813,83,25,108,
3,47286,46.17773438,97,24,121,
3,51162,49.96289063,54,20,74,
3,55056,53.765625,113,34,147,
3,58924,57.54296875,64,19,83,
3,62798,61.32617188,81,17,98,
3,66676,65.11328125,64,21,85,
3,70544,68.890625,71,20,91,
3,74422,72.67773438,100,33,133,
3,78292,76.45703125,120,45,165,
3,82166,80.24023438,93,33,126,
3,86052,84.03515625,100,36,136,
3,89950,87.84179688,74,30,104,
3,93826,91.62695313,76,24,100,
3,97696,95.40625,85,38,123,
3,101570,99.18945313,83,30,113,
3,105432,102.9609375,82,32,114,
3,109310,106.7480469,74,17,91,
3,113176,110.5234375,96,36,132,
3,117048,114.3046875,75,25,100,
3,120932,118.0976563,115,63,178,
3,124816,121.890625,106,49,155,
3,128698,125.6816406,85,18,103,
3,132576,129.46875,75,23,98,
3,136444,133.2460938,216,160,376,
3,140314,137.0253906,75,18,93,
3,144182,140.8027344,103,51,154,BAn20m2 (iteration 5)
3,4662,4.552734375,62,26,88,
3,8546,8.345703125,55,18,73,
3,12414,12.12304688,69,28,97,
3,16294,15.91210938,67,24,91,
3,20166,19.69335938,67,20,87,
3,24052,23.48828125,54,30,84,
3,27938,27.28320313,54,18,72,
3,31816,31.0703125,56,28,84,
3,35698,34.86132813,66,27,93,
3,39584,38.65625,215,30,245,
3,43438,42.41992188,55,32,87,
3,47316,46.20703125,51,28,79,
3,51174,49.97460938,72,36,108,
3,55054,53.76367188,67,27,94,
3,58924,57.54296875,67,27,94,
3,62802,61.33007813,61,31,92,
3,66672,65.109375,81,28,109,
3,70548,68.89453125,80,29,109,
3,74426,72.68164063,201,23,224,
3,78308,76.47265625,84,17,101,
3,82192,80.265625,65,36,101,
3,86070,84.05273438,109,34,143,
3,89948,87.83984375,60,33,93,
3,93824,91.625,177,26,203,
3,97708,95.41796875,66,26,92,
3,101580,99.19921875,64,21,85,
3,105456,102.984375,85,33,118,
3,109340,106.7773438,82,28,110,
3,113214,110.5605469,175,25,200,
3,117088,114.34375,79,33,112,
3,120976,118.140625,82,31,113,
3,124848,121.921875,121,64,185,
3,128724,125.7070313,104,44,148,
3,132590,129.4824219,243,37,280,
3,136472,133.2734375,103,33,136,
3,140348,137.0585938,76,47,123,
3,144226,140.8457031,72,17,89,
3,148102,144.6308594,91,32,123,
3,151980,148.4179688,185,27,212,
3,155842,152.1894531,84,17,101,
3,159726,155.9824219,81,21,102,
3,163594,159.7597656,105,34,139,
3,167454,163.5292969,99,29,128,
3,171316,167.3007813,241,38,279,
3,175204,171.0976563,140,78,218,
3,179062,174.8652344,92,31,123,
3,182936,178.6484375,87,32,119,
3,186810,182.4316406,88,31,119,
3,190690,186.2207031,724,575,1299,
3,194572,190.0117188,86,33,119,
3,198430,193.7792969,178,124,302,
3,202312,197.5703125,75,21,96,
3,206190,201.3574219,97,33,130,
3,210082,205.1582031,200,31,231,
3,213972,208.9570313,98,33,131,
3,217848,212.7421875,571,510,1081,
3,221722,216.5253906,91,30,121,
3,225596,220.3085938,100,38,138,
3,229462,224.0839844,100,35,135,
3,233342,227.8730469,169,99,268,
3,237214,231.6542969,114,22,136,
3,241088,235.4375,120,18,138,
3,244964,239.2226563,115,34,149,
3,248840,243.0078125,199,24,223,
3,252710,246.7871094,102,34,136,
3,256582,250.5683594,759,696,1455,
3,260468,254.3632813,106,34,140,
3,264338,258.1425781,243,154,397,
3,268218,261.9316406,274,63,337,
3,272090,265.7128906,122,45,167,
3,275962,269.4941406,125,55,180,
3,279826,273.2675781,1222,1150,2372,
3,283712,277.0625,95,35,130,
3,287600,280.859375,203,34,237,
3,291484,284.6523438,118,50,168,
3,295362,288.4394531,432,364,796,
3,299242,292.2285156,109,35,144,
3,303106,296.0019531,524,451,975,
3,306978,299.7832031,117,34,151,
3,310862,303.5761719,116,40,156,
3,314746,307.3691406,1780,1707,3487,
3,318628,311.1601563,138,39,177,
3,322502,314.9433594,119,33,152,
3,326372,318.7226563,212,134,346,
3,330236,322.4960938,100,28,128,BAn20m5 (iteration 1)
3,4672,4.5625,49,18,67,
3,8546,8.345703125,69,27,96,
3,12416,12.125,84,23,107,
3,16310,15.92773438,61,24,85,
3,20190,19.71679688,57,24,81,
3,24082,23.51757813,59,24,83,
3,27954,27.29882813,62,28,90,
3,31840,31.09375,63,27,90,
3,35724,34.88671875,57,33,90,
3,39596,38.66796875,57,30,87,
3,43466,42.44726563,51,29,80,
3,47342,46.23242188,54,25,79,
3,51206,50.00585938,73,36,109,
3,55076,53.78515625,84,25,109,
3,58964,57.58203125,69,22,91,
3,62842,61.36914063,71,24,95,
3,66726,65.16210938,98,33,131,
3,70596,68.94140625,80,34,114,
3,74482,72.73632813,84,50,134,
3,78362,76.52539063,90,39,129,
3,82224,80.296875,100,25,125,
3,86110,84.09179688,68,27,95,
3,89982,87.87304688,69,29,98,
3,93868,91.66796875,531,492,1023,
3,97750,95.45898438,75,31,106,
3,101624,99.2421875,75,29,104,
3,105480,103.0078125,78,26,104,
3,109368,106.8046875,81,34,115,
3,113234,110.5800781,56,17,73,
3,117104,114.359375,57,31,88,
3,120992,118.15625,62,31,93,
3,124876,121.9492188,76,42,118,
3,128758,125.7402344,81,18,99,
3,132638,129.5292969,78,34,112,
3,136508,133.3085938,67,22,89,
3,140382,137.0917969,62,31,93,
3,144258,140.8769531,87,19,106,
3,148136,144.6640625,306,256,562,
3,152014,148.4511719,85,17,102,
3,155896,152.2421875,79,33,112,
3,159772,156.0273438,84,28,112,
3,163632,159.796875,74,27,101,
3,167512,163.5859375,86,34,120,
3,171378,167.3613281,71,19,90,
3,175254,171.1464844,90,18,108,
3,179122,174.9238281,94,36,130,
3,182992,178.703125,69,19,88,
3,186886,182.5058594,69,24,93,
3,190780,186.3085938,84,22,106,
3,194656,190.09375,92,34,126,
3,198528,193.875,1626,1569,3195,
3,202396,197.6523438,82,32,114,
3,206266,201.4316406,85,35,120,
3,210142,205.2167969,64,17,81,
3,214034,209.0175781,84,26,110,
3,217904,212.796875,1992,1937,3929,
3,221796,216.5976563,96,34,130,
3,225684,220.3945313,92,21,113,
3,229556,224.1757813,132,71,203,
3,233432,227.9609375,87,35,122,
3,237306,231.7441406,105,17,122,
3,241186,235.5332031,115,30,145,
3,245072,239.328125,495,439,934,
3,248950,243.1152344,117,39,156,
3,252832,246.90625,103,38,141,
3,256706,250.6894531,105,37,142,
3,260580,254.4726563,1007,951,1958,
3,264460,258.2617188,107,34,141,
3,268340,262.0507813,92,16,108,
3,272230,265.8496094,102,34,136,
3,276118,269.6464844,106,38,144,
3,279992,273.4296875,589,516,1105,
3,283856,277.203125,139,35,174,
3,287716,280.9726563,119,50,169,
3,291582,284.7480469,98,33,131,
3,295468,288.5429688,97,17,114,
3,299354,292.3378906,543,478,1021,
3,303226,296.1191406,113,43,156,
3,307102,299.9042969,143,33,176,
3,310980,303.6914063,150,32,182,
3,314846,307.4667969,101,27,128,
3,318722,311.2519531,142,32,174,
3,322596,315.0351563,2038,1837,3875,
3,326468,318.8164063,107,41,148,
3,330350,322.6074219,116,37,153,BAn20m5 (iteration 2)
3,4676,4.56640625,57,9,66,
3,8556,8.35546875,54,19,73,
3,12424,12.1328125,57,19,76,
3,16284,15.90234375,54,22,76,
3,20164,19.69140625,69,13,82,
3,24038,23.47460938,67,39,106,
3,27912,27.2578125,88,38,126,
3,31778,31.03320313,85,35,120,
3,35650,34.81445313,87,36,123,
3,39502,38.57617188,67,24,91,
3,43376,42.359375,72,30,102,
3,47258,46.15039063,60,24,84,
3,51136,49.9375,67,28,95,
3,55012,53.72265625,78,27,105,
3,58902,57.52148438,68,27,95,
3,62760,61.2890625,67,17,84,
3,66648,65.0859375,67,26,93,
3,70516,68.86328125,66,24,90,
3,74388,72.64453125,80,32,112,
3,78260,76.42578125,85,39,124,
3,82164,80.23828125,59,31,90,
3,86062,84.04492188,84,58,142,
3,89940,87.83203125,93,37,130,
3,93820,91.62109375,107,44,151,
3,97696,95.40625,94,40,134,
3,101560,99.1796875,95,22,117,
3,105438,102.9667969,890,859,1749,
3,109318,106.7558594,61,18,79,
3,113198,110.5449219,63,18,81,
3,117068,114.3242188,88,33,121,
3,120952,118.1171875,66,19,85,
3,124824,121.8984375,66,19,85,
3,128704,125.6875,84,37,121,
3,132576,129.46875,61,25,86,
3,136446,133.2480469,75,31,106,
3,140328,137.0390625,105,34,139,
3,144192,140.8125,88,21,109,
3,148078,144.6074219,617,573,1190,
3,151952,148.390625,80,16,96,
3,155820,152.1679688,101,33,134,
3,159702,155.9589844,70,18,88,
3,163582,159.7480469,109,33,142,
3,167456,163.53125,90,36,126,
3,171334,167.3183594,100,36,136,
3,175210,171.1035156,100,36,136,
3,179094,174.8964844,96,29,125,
3,182964,178.6757813,88,34,122,
3,186840,182.4609375,93,36,129,
3,190730,186.2597656,129,40,169,
3,194602,190.0410156,137,45,182,
3,198474,193.8222656,624,546,1170,
3,202350,197.6074219,100,19,119,
3,206216,201.3828125,509,444,953,
3,210110,205.1855469,114,17,131,
3,213974,208.9589844,112,41,153,
3,217856,212.75,83,28,111,
3,221740,216.5429688,82,32,114,
3,225616,220.328125,105,33,138,
3,229500,224.1210938,123,32,155,
3,233368,227.8984375,133,45,178,
3,237254,231.6933594,1254,1183,2437,
3,241118,235.4667969,697,605,1302,
3,244982,239.2402344,134,41,175,
3,248862,243.0292969,137,39,176,
3,252724,246.8007813,119,33,152,
3,256602,250.5878906,99,33,132,
3,260488,254.3828125,116,48,164,
3,264378,258.1816406,133,64,197,
3,268250,261.9628906,533,472,1005,
3,272140,265.7617188,90,34,124,
3,276018,269.5488281,1392,1325,2717,
3,279894,273.3339844,141,37,178,
3,283774,277.1230469,124,29,153,
3,287632,280.890625,127,52,179,
3,291508,284.6757813,125,47,172,
3,295376,288.453125,158,37,195,
3,299262,292.2480469,243,52,295,
3,303148,296.0429688,122,54,176,
3,307026,299.8300781,150,65,215,
3,310914,303.6269531,723,631,1354,
3,314788,307.4101563,561,472,1033,
3,318664,311.1953125,101,19,120,
3,322548,314.9882813,116,49,165,
3,326438,318.7871094,137,42,179,
3,330316,322.5742188,114,32,146,BAn20m5 (iteration 3)
3,4666,4.556640625,54,9,63,
3,8544,8.34375,76,21,97,
3,12412,12.12109375,54,20,74,
3,16286,15.90429688,63,27,90,
3,20160,19.6875,55,20,75,
3,24046,23.48242188,51,29,80,
3,27916,27.26171875,53,29,82,
3,31782,31.03710938,52,20,72,
3,35648,34.8125,69,25,94,
3,39520,38.59375,69,39,108,
3,43388,42.37109375,69,41,110,
3,47260,46.15234375,51,28,79,
3,51144,49.9453125,61,29,90,
3,55020,53.73046875,53,30,83,
3,58912,57.53125,66,25,91,
3,62794,61.32226563,54,19,73,
3,66660,65.09765625,51,16,67,
3,70532,68.87890625,51,17,68,
3,74394,72.65039063,49,17,66,
3,78268,76.43359375,92,48,140,
3,82152,80.2265625,79,47,126,
3,86042,84.02539063,788,741,1529,
3,89910,87.80273438,70,17,87,
3,93786,91.58789063,59,17,76,
3,97662,95.37304688,62,18,80,
3,101540,99.16015625,58,17,75,
3,105406,102.9355469,65,17,82,
3,109274,106.7128906,68,22,90,
3,113136,110.484375,68,28,96,
3,117014,114.2714844,82,27,109,
3,120904,118.0703125,74,26,100,
3,124770,121.8457031,60,27,87,
3,128636,125.6210938,84,27,111,
3,132510,129.4042969,86,22,108,
3,136386,133.1894531,69,17,86,
3,140274,136.9863281,71,19,90,
3,144154,140.7753906,66,22,88,
3,148026,144.5566406,84,22,106,
3,151904,148.34375,95,18,113,
3,155778,152.1269531,102,34,136,
3,159666,155.9238281,68,17,85,
3,163538,159.7050781,59,16,75,
3,167418,163.4941406,71,25,96,
3,171300,167.2851563,99,16,115,
3,175180,171.0742188,456,404,860,
3,179070,174.8730469,84,21,105,
3,182944,178.65625,86,24,110,
3,186818,182.4394531,84,21,105,
3,190698,186.2285156,109,24,133,
3,194568,190.0078125,108,17,125,
3,198440,193.7890625,116,40,156,
3,202314,197.5722656,104,25,129,
3,206198,201.3652344,113,17,130,
3,210074,205.1503906,98,17,115,
3,213954,208.9394531,1058,1006,2064,
3,217806,212.7011719,756,666,1422,
3,221676,216.4804688,104,35,139,
3,225538,220.2519531,100,42,142,
3,229408,224.03125,166,102,268,
3,233286,227.8183594,116,45,161,
3,237154,231.5957031,115,33,148,
3,241024,235.375,653,599,1252,
3,244908,239.1679688,520,459,979,
3,248768,242.9375,94,32,126,
3,252650,246.7285156,85,23,108,
3,256536,250.5234375,1430,1375,2805,
3,260412,254.3085938,94,36,130,
3,264300,258.1054688,90,33,123,
3,268180,261.8945313,119,54,173,
3,272048,265.671875,119,34,153,
3,275922,269.4550781,729,661,1390,
3,279802,273.2441406,112,39,151,
3,283672,277.0234375,119,32,151,
3,287552,280.8125,119,29,148,
3,291440,284.609375,97,34,131,
3,295326,288.4042969,101,34,135,
3,299208,292.1953125,98,17,115,
3,303078,295.9746094,102,30,132,
3,306932,299.7382813,112,33,145,
3,310802,303.5175781,126,20,146,
3,314674,307.2988281,113,37,150,
3,318540,311.0742188,106,40,146,
3,322408,314.8515625,958,886,1844,
3,326292,318.6445313,108,37,145,
3,330170,322.4316406,122,44,166,BAn20m5 (iteration 4)
3,4680,4.5703125,47,19,66,
3,8558,8.357421875,54,19,73,
3,12442,12.15039063,53,19,72,
3,16318,15.93554688,58,22,80,
3,20204,19.73046875,68,27,95,
3,24076,23.51171875,72,28,100,
3,27952,27.296875,76,30,106,
3,31836,31.08984375,67,28,95,
3,35720,34.8828125,67,30,97,
3,39606,38.67773438,48,28,76,
3,43502,42.48242188,63,26,89,
3,47380,46.26953125,59,32,91,
3,51240,50.0390625,71,17,88,
3,55126,53.83398438,54,29,83,
3,59002,57.61914063,71,33,104,
3,62882,61.40820313,57,21,78,
3,66772,65.20703125,64,23,87,
3,70660,69.00390625,53,17,70,
3,74532,72.78515625,51,16,67,
3,78410,76.57226563,81,17,98,
3,82290,80.36132813,98,48,146,
3,86154,84.13476563,96,45,141,
3,90018,87.90820313,100,41,141,
3,93902,91.70117188,89,37,126,
3,97774,95.48242188,96,26,122,
3,101654,99.27148438,79,28,107,
3,105520,103.046875,464,415,879,
3,109394,106.8300781,72,26,98,
3,113270,110.6152344,77,27,104,
3,117166,114.4199219,81,34,115,
3,121038,118.2011719,601,536,1137,
3,124926,121.9980469,70,16,86,
3,128802,125.7832031,64,17,81,
3,132674,129.5644531,82,18,100,
3,136552,133.3515625,70,17,87,
3,140422,137.1308594,100,36,136,
3,144290,140.9082031,84,27,111,
3,148166,144.6933594,84,22,106,
3,152052,148.4882813,84,20,104,
3,155938,152.2832031,99,32,131,
3,159814,156.0683594,696,661,1357,
3,163700,159.8632813,83,33,116,
3,167572,163.6445313,78,33,111,
3,171448,167.4296875,64,17,81,
3,175328,171.21875,85,34,119,
3,179194,174.9941406,100,37,137,
3,183076,178.7851563,84,17,101,
3,186958,182.5761719,69,20,89,
3,190834,186.3613281,701,654,1355,
3,194726,190.1621094,82,33,115,
3,198616,193.9609375,91,18,109,
3,202500,197.7539063,104,34,138,
3,206382,201.5449219,84,25,109,
3,210274,205.3457031,100,43,143,
3,214150,209.1308594,99,30,129,
3,218032,212.921875,1703,1645,3348,
3,221904,216.703125,84,26,110,
3,225792,220.5,123,45,168,
3,229676,224.2929688,143,54,197,
3,233564,228.0898438,111,46,157,
3,237442,231.8769531,104,30,134,
3,241322,235.6660156,91,33,124,
3,245206,239.4589844,106,47,153,
3,249088,243.25,105,40,145,
3,252958,247.0292969,105,35,140,
3,256848,250.828125,693,622,1315,
3,260720,254.609375,93,17,110,
3,264596,258.3945313,112,36,148,
3,268462,262.1699219,235,168,403,
3,272350,265.9667969,97,38,135,
3,276222,269.7480469,116,41,157,
3,280104,273.5390625,1548,1479,3027,
3,283982,277.3261719,807,750,1557,
3,287860,281.1132813,85,26,111,
3,291740,284.9023438,100,37,137,
3,295616,288.6875,1247,1147,2394,
3,299496,292.4765625,165,53,218,
3,303374,296.2636719,150,18,168,
3,307248,300.046875,138,53,191,
3,311114,303.8222656,125,34,159,
3,314998,307.6152344,632,538,1170,
3,318882,311.4082031,139,33,172,
3,322756,315.1914063,130,40,170,
3,326650,318.9941406,155,58,213,
3,330536,322.7890625,138,48,186,BAn20m5 (iteration 5)
3,4672,4.5625,88,51,139,
3,8560,8.359375,65,23,88,
3,12446,12.15429688,57,26,83,
3,16322,15.93945313,58,26,84,
3,20200,19.7265625,53,19,72,
3,24068,23.50390625,62,26,88,
3,27934,27.27929688,60,29,89,
3,31816,31.0703125,67,31,98,
3,35690,34.85351563,81,52,133,
3,39566,38.63867188,76,28,104,
3,43452,42.43359375,51,30,81,
3,47330,46.22070313,57,19,76,
3,51208,50.0078125,54,31,85,
3,55076,53.78515625,73,23,96,
3,58956,57.57421875,59,22,81,
3,62844,61.37109375,88,41,129,
3,66740,65.17578125,103,18,121,
3,70608,68.953125,62,17,79,
3,74488,72.7421875,61,17,78,
3,78370,76.53320313,87,36,123,
3,82232,80.3046875,81,32,113,
3,86118,84.09960938,81,33,114,
3,89994,87.88476563,101,50,151,
3,93870,91.66992188,93,39,132,
3,97740,95.44921875,104,43,147,
3,101612,99.23046875,1177,1121,2298,
3,105496,103.0234375,132,93,225,
3,109366,106.8027344,55,30,85,
3,113246,110.5917969,64,17,81,
3,117122,114.3769531,65,18,83,
3,120994,118.1582031,88,19,107,
3,124878,121.9511719,68,16,84,
3,128754,125.7363281,71,18,89,
3,132630,129.5214844,72,17,89,
3,136520,133.3203125,85,24,109,
3,140404,137.1132813,92,18,110,
3,144292,140.9101563,103,41,144,
3,148174,144.7011719,85,35,120,
3,152070,148.5058594,82,29,111,
3,155942,152.2871094,73,31,104,
3,159822,156.0761719,76,31,107,
3,163690,159.8535156,81,18,99,
3,167572,163.6445313,99,21,120,
3,171440,167.421875,99,33,132,
3,175316,171.2070313,84,20,104,
3,179192,174.9921875,84,22,106,
3,183072,178.78125,72,23,95,
3,186948,182.5664063,69,22,91,
3,190826,186.3535156,93,33,126,
3,194708,190.1445313,91,29,120,
3,198576,193.921875,101,17,118,
3,202458,197.7128906,516,424,940,
3,206350,201.5136719,1599,1526,3125,
3,210228,205.3007813,105,24,129,
3,214096,209.078125,113,32,145,
3,217974,212.8652344,100,26,126,
3,221850,216.6503906,92,33,125,
3,225720,220.4296875,83,30,113,
3,229598,224.2167969,85,31,116,
3,233478,228.0058594,1305,1253,2558,
3,237364,231.8007813,99,43,142,
3,241240,235.5859375,84,28,112,
3,245128,239.3828125,100,36,136,
3,248996,243.1601563,102,39,141,
3,252856,246.9296875,1254,1201,2455,
3,256734,250.7167969,94,33,127,
3,260606,254.4980469,94,19,113,
3,264492,258.2929688,98,17,115,
3,268366,262.0761719,119,32,151,
3,272248,265.8671875,111,35,146,
3,276130,269.6582031,110,42,152,
3,280006,273.4433594,1438,1364,2802,
3,283884,277.2304688,83,24,107,
3,287766,281.0214844,104,32,136,
3,291636,284.8007813,95,35,130,
3,295524,288.5976563,92,32,124,
3,299408,292.390625,95,33,128,
3,303292,296.1835938,107,32,139,
3,307164,299.9648438,116,36,152,
3,311044,303.7539063,1022,941,1963,
3,314922,307.5410156,126,44,170,
3,318796,311.3242188,148,52,200,
3,322674,315.1113281,151,36,187,
3,326548,318.8945313,100,32,132,
3,330424,322.6796875,109,33,142,
3,334298,326.4628906,115,36,151,
3,338170,330.2441406,137,54,191,
3,342040,334.0234375,2103,2032,4135,
3,345916,337.8085938,113,44,157,
3,349796,341.5976563,112,45,157,
3,353668,345.3789063,105,40,145,
3,357548,349.1679688,110,34,144,
3,361430,352.9589844,1077,1011,2088,
3,365288,356.7265625,1440,1368,2808,
3,369168,360.515625,1371,1270,2641,
3,373052,364.3085938,803,670,1473,
3,376944,368.109375,899,763,1662,
3,380828,371.9023438,616,522,1138,
3,384704,375.6875,644,563,1207,
3,388576,379.46875,541,436,977,
3,392450,383.2519531,631,554,1185,
3,396328,387.0390625,576,486,1062,
3,400212,390.8320313,553,461,1014,
3,404088,394.6171875,640,547,1187,
3,407970,398.4082031,620,525,1145,
3,411850,402.1972656,516,421,937,
3,415720,405.9765625,563,477,1040,
3,419598,409.7636719,715,623,1338,
3,423458,413.5332031,594,495,1089,
3,427338,417.3222656,561,472,1033,
3,431212,421.1054688,650,560,1210,
3,435088,424.890625,607,514,1121,BAn20m7 (iteration 1)
3,4686,4.576171875,46,19,65,
3,8558,8.357421875,89,37,126,
3,12442,12.15039063,53,19,72,
3,16316,15.93359375,53,20,73,
3,20192,19.71875,70,35,105,
3,24074,23.50976563,53,19,72,
3,27942,27.28710938,52,18,70,
3,31818,31.07226563,76,37,113,
3,35698,34.86132813,51,29,80,
3,39572,38.64453125,88,39,127,
3,43436,42.41796875,57,30,87,
3,47332,46.22265625,52,31,83,
3,51208,50.0078125,65,25,90,
3,55088,53.796875,67,26,93,
3,58966,57.58398438,62,24,86,
3,62850,61.37695313,66,23,89,
3,66732,65.16796875,53,30,83,
3,70606,68.95117188,62,20,82,
3,74476,72.73046875,52,30,82,
3,78358,76.52148438,56,29,85,
3,82244,80.31640625,72,33,105,
3,86124,84.10546875,62,18,80,
3,89994,87.88476563,102,47,149,
3,93872,91.671875,55,30,85,
3,97750,95.45898438,74,32,106,
3,101622,99.24023438,1819,1762,3581,
3,105490,103.0175781,227,174,401,
3,109380,106.8164063,79,33,112,
3,113266,110.6113281,103,34,137,
3,117150,114.4042969,98,34,132,
3,121032,118.1953125,115,45,160,
3,124910,121.9824219,75,26,101,
3,128784,125.765625,68,28,96,
3,132648,129.5390625,95,46,141,
3,136520,133.3203125,74,27,101,
3,140412,137.1210938,83,32,115,
3,144292,140.9101563,83,33,116,
3,148168,144.6953125,76,31,107,
3,152044,148.4804688,485,425,910,
3,155926,152.2714844,81,30,111,
3,159816,156.0703125,73,27,100,
3,163698,159.8613281,87,37,124,
3,167586,163.6582031,75,28,103,
3,171452,167.4335938,71,17,88,
3,175324,171.2148438,84,22,106,
