Size of Data  (KB),Server Data Size,Server Data Size (KB),Time to Send,Time to Receive,Processing Time,Topology,
3,4656,4.546875,91,40,131,,
3,8536,8.3359375,100,16,116,,
3,12416,12.125,88,37,125,,
3,16294,15.91210938,72,25,97,,
3,20170,19.69726563,85,30,115,,
3,24036,23.47265625,68,22,90,,
3,27924,27.26953125,77,49,126,,
3,31784,31.0390625,84,37,121,,
3,35666,34.83007813,100,40,140,,
3,39556,38.62890625,100,41,141,,
3,43436,42.41796875,102,35,137,,
3,47310,46.20117188,72,41,113,,
3,51180,49.98046875,66,18,84,,
3,55066,53.77539063,77,41,118,,
3,58940,57.55859375,80,34,114,,
3,62806,61.33398438,72,21,93,,
3,66684,65.12109375,110,44,154,,
3,70566,68.91210938,76,18,94,,
3,74456,72.7109375,88,34,122,,
3,78318,76.48242188,84,23,107,,
3,82192,80.265625,80,18,98,,
3,86056,84.0390625,91,53,144,,
3,89928,87.8203125,93,41,134,,
3,93800,91.6015625,104,34,138,,
3,97688,95.3984375,92,39,131,,
3,101562,99.18164063,92,18,110,,
3,105442,102.9707031,84,31,115,BAn15m2 (iteration 1),
3,4670,4.560546875,56,20,76,,
3,8542,8.341796875,67,20,87,,
3,12418,12.12695313,75,31,106,,
3,16290,15.90820313,82,49,131,,
3,20170,19.69726563,91,26,117,,
3,24050,23.48632813,79,32,111,,
3,27934,27.27929688,101,47,148,,
3,31814,31.06835938,78,19,97,,
3,35694,34.85742188,93,41,134,,
3,39562,38.63476563,93,38,131,,
3,43454,42.43554688,92,34,126,,
3,47336,46.2265625,91,32,123,,
3,51212,50.01171875,85,28,113,,
3,55096,53.8046875,102,42,144,,
3,58980,57.59765625,118,44,162,,
3,62866,61.39257813,147,72,219,,
3,66754,65.18945313,112,39,151,,
3,70632,68.9765625,114,41,155,,
3,74512,72.765625,105,33,138,,
3,78392,76.5546875,84,18,102,,
3,82266,80.33789063,86,36,122,,
3,86130,84.11132813,80,39,119,,
3,90010,87.90039063,97,34,131,,
3,93880,91.6796875,111,40,151,,
3,97768,95.4765625,91,23,114,,
3,101642,99.25976563,82,36,118,,
3,105518,103.0449219,95,38,133,BAn15m2 (iteration 2),
3,4656,4.546875,92,19,111,,
3,8536,8.3359375,85,24,109,,
3,12416,12.125,92,32,124,,
3,16294,15.91210938,79,25,104,,
3,20170,19.69726563,104,33,137,,
3,24036,23.47265625,102,29,131,,
3,27924,27.26953125,97,36,133,,
3,31784,31.0390625,95,38,133,,
3,35666,34.83007813,114,33,147,,
3,39556,38.62890625,207,141,348,,
3,43436,42.41796875,116,45,161,,
3,47310,46.20117188,96,21,117,,
3,51180,49.98046875,116,49,165,,
3,55066,53.77539063,97,31,128,,
3,58940,57.55859375,99,34,133,,
3,62806,61.33398438,114,56,170,,
3,66684,65.12109375,139,48,187,,
3,70566,68.91210938,117,38,155,,
3,74456,72.7109375,238,92,330,,
3,78318,76.48242188,650,543,1193,,
3,82192,80.265625,133,18,151,,
3,86056,84.0390625,96,23,119,,
3,89928,87.8203125,131,61,192,,
3,93800,91.6015625,152,44,196,,
3,97688,95.3984375,101,33,134,,
3,101562,99.18164063,172,54,226,,
3,105442,102.9707031,122,47,169,BAn15m2 (iteration 3),
3,4672,4.5625,68,36,104,,
3,8558,8.357421875,64,19,83,,
3,12432,12.140625,68,37,105,,
3,16308,15.92578125,66,36,102,,
3,20182,19.70898438,58,21,79,,
3,24058,23.49414063,66,36,102,,
3,27946,27.29101563,69,22,91,,
3,31836,31.08984375,58,30,88,,
3,35720,34.8828125,55,22,77,,
3,39588,38.66015625,123,35,158,,
3,43460,42.44140625,66,40,106,,
3,47332,46.22265625,109,35,144,,
3,51208,50.0078125,83,34,117,,
3,55076,53.78515625,98,29,127,,
3,58954,57.57226563,84,27,111,,
3,62850,61.37695313,75,25,100,,
3,66734,65.16992188,84,36,120,,
3,70622,68.96679688,74,29,103,,
3,74498,72.75195313,70,27,97,,
3,78380,76.54296875,66,20,86,,
3,82262,80.33398438,116,38,154,,
3,86152,84.1328125,92,39,131,,
3,90036,87.92578125,101,26,127,,
3,93898,91.69726563,77,42,119,,
3,97776,95.484375,69,27,96,,
3,101662,99.27929688,81,28,109,,
3,105548,103.0742188,82,18,100,BAn15m2 (iteration 4),
3,4680,4.5703125,57,19,76,,
3,8552,8.3515625,63,19,82,,
3,12422,12.13085938,57,23,80,,
3,16278,15.89648438,67,38,105,,
3,20146,19.67382813,81,19,100,,
3,24014,23.45117188,91,20,111,,
3,27896,27.2421875,60,22,82,,
3,31774,31.02929688,163,35,198,,
3,35650,34.81445313,63,37,100,,
3,39526,38.59960938,65,23,88,,
3,43408,42.390625,56,18,74,,
3,47272,46.1640625,65,18,83,,
3,51152,49.953125,68,18,86,,
3,55030,53.74023438,76,38,114,,
3,58914,57.53320313,73,26,99,,
3,62784,61.3125,92,55,147,,
3,66662,65.09960938,78,28,106,,
3,70538,68.88476563,57,29,86,,
3,74422,72.67773438,79,18,97,,
3,78300,76.46484375,71,29,100,,
3,82174,80.24804688,59,31,90,,
3,86052,84.03515625,86,35,121,,
3,89922,87.81445313,74,26,100,,
3,93778,91.58007813,76,29,105,,
3,97658,95.36914063,72,26,98,,
3,101530,99.15039063,71,17,88,,
3,105410,102.9394531,113,62,175,BAn15m2 (iteration 5),
3,4658,4.548828125,65,32,97,,
3,8530,8.330078125,60,20,80,,
3,12400,12.109375,57,20,77,,
3,16268,15.88671875,57,30,87,,
3,20140,19.66796875,89,18,107,,
3,24020,23.45703125,179,24,203,,
3,27888,27.234375,60,29,89,,
3,31770,31.02539063,55,29,84,,
3,35642,34.80664063,55,23,78,,
3,39520,38.59375,63,38,101,,
3,43408,42.390625,62,19,81,,
3,47286,46.17773438,69,25,94,,
3,51160,49.9609375,64,24,88,,
3,55014,53.72460938,65,25,90,,
3,58882,57.50195313,68,26,94,,
3,62750,61.27929688,73,26,99,,
3,66622,65.06054688,99,58,157,,
3,70502,68.84960938,58,30,88,,
3,74390,72.64648438,92,42,134,,
3,78268,76.43359375,60,17,77,,
3,82140,80.21484375,65,29,94,,
3,86020,84.00390625,77,44,121,,
3,89898,87.79101563,96,33,129,,
3,93782,91.58398438,85,31,116,,
3,97658,95.36914063,80,29,109,,
3,101538,99.15820313,72,24,96,,
3,105418,102.9472656,100,40,140,,
3,109284,106.7226563,84,34,118,,
3,113152,110.5,86,32,118,,
3,117020,114.2773438,73,14,87,,
3,120890,118.0566406,77,18,95,,
3,124752,121.828125,73,19,92,,
3,128634,125.6191406,86,32,118,,
3,132516,129.4101563,84,34,118,,
3,136380,133.1835938,63,16,79,,
3,140254,136.9667969,82,24,106,,
3,144132,140.7539063,101,33,134,,
3,148016,144.546875,100,37,137,,
3,151894,148.3339844,93,22,115,BAn15m3 (iteration 1),
3,4664,4.5546875,58,24,82,,
3,8544,8.34375,75,27,102,,
3,12426,12.13476563,66,22,88,,
3,16302,15.91992188,84,23,107,,
3,20184,19.7109375,152,122,274,,
3,24050,23.48632813,227,35,262,,
3,27934,27.27929688,186,34,220,,
3,31810,31.06445313,64,28,92,,
3,35684,34.84765625,79,34,113,,
3,39560,38.6328125,64,25,89,,
3,43428,42.41015625,87,38,125,,
3,47306,46.19726563,83,37,120,,
3,51186,49.98632813,178,33,211,,
3,55056,53.765625,62,21,83,,
3,58938,57.55664063,64,24,88,,
3,62822,61.34960938,125,26,151,,
3,66688,65.125,57,19,76,,
3,70550,68.89648438,63,36,99,,
3,74422,72.67773438,160,24,184,,
3,78318,76.48242188,68,40,108,,
3,82188,80.26171875,77,17,94,,
3,86070,84.05273438,168,13,181,,
3,89938,87.83007813,58,31,89,,
3,93820,91.62109375,62,31,93,,
3,97696,95.40625,169,48,217,,
3,101568,99.1875,69,33,102,,
3,105446,102.9746094,89,33,122,,
3,109314,106.7519531,168,32,200,,
3,113196,110.5429688,76,48,124,,
3,117070,114.3261719,80,21,101,,
3,120948,118.1132813,205,29,234,,
3,124832,121.90625,73,24,97,,
3,128710,125.6933594,76,20,96,,
3,132586,129.4785156,69,23,92,,
3,136468,133.2695313,70,26,96,,
3,140342,137.0527344,81,48,129,,
3,144206,140.8261719,78,26,104,,
3,148072,144.6015625,80,33,113,,
3,151960,148.3984375,72,37,109,BAn15m3 (iteration 2),
3,4660,4.55078125,62,24,86,,
3,8536,8.3359375,55,18,73,,
3,12404,12.11328125,83,35,118,,
3,16284,15.90234375,100,35,135,,
3,20160,19.6875,61,19,80,,
3,24034,23.47070313,67,26,93,,
3,27916,27.26171875,52,18,70,,
3,31798,31.05273438,54,20,74,,
3,35674,34.83789063,65,26,91,,
3,39566,38.63867188,51,28,79,,
3,43426,42.40820313,66,27,93,,
3,47296,46.1875,63,24,87,,
3,51192,49.9921875,77,31,108,,
3,55068,53.77734375,63,23,86,,
3,58948,57.56640625,64,26,90,,
3,62822,61.34960938,58,31,89,,
3,66698,65.13476563,55,20,75,,
3,70584,68.9296875,43,10,53,,
3,74468,72.72265625,59,20,79,,
3,78362,76.52539063,68,24,92,,
3,82234,80.30664063,67,41,108,,
3,86124,84.10546875,61,22,83,,
3,89998,87.88867188,79,33,112,,
3,93858,91.65820313,66,40,106,,
3,97716,95.42578125,77,37,114,,
3,101600,99.21875,56,14,70,,
3,105486,103.0136719,70,37,107,,
3,109370,106.8066406,67,39,106,,
3,113234,110.5800781,83,18,101,,
3,117090,114.3457031,85,32,117,,
3,120968,118.1328125,79,23,102,,
3,124852,121.9257813,88,42,130,,
3,128738,125.7207031,88,39,127,,
3,132606,129.4980469,70,25,95,,
3,136472,133.2734375,80,29,109,,
3,140334,137.0449219,93,21,114,,
3,144204,140.8242188,67,16,83,,
3,148074,144.6035156,203,158,361,,
3,151946,148.3847656,79,48,127,BAn15m3 (iteration 3),
3,4656,4.546875,53,18,71,,
3,8536,8.3359375,51,18,69,,
3,12426,12.13476563,55,17,72,,
3,16302,15.91992188,75,37,112,,
3,20192,19.71875,52,30,82,,
3,24068,23.50390625,68,21,89,,
3,27942,27.28710938,53,19,72,,
3,31820,31.07421875,51,28,79,,
3,35698,34.86132813,62,24,86,,
3,39580,38.65234375,58,23,81,,
3,43458,42.43945313,60,23,83,,
3,47336,46.2265625,62,27,89,,
3,51218,50.01757813,63,37,100,,
3,55078,53.78710938,56,19,75,,
3,58960,57.578125,63,22,85,,
3,62826,61.35351563,58,17,75,,
3,66702,65.13867188,66,18,84,,
3,70586,68.93164063,55,21,76,,
3,74454,72.70898438,66,22,88,,
3,78314,76.47851563,66,24,90,,
3,82182,80.25585938,60,30,90,,
3,86074,84.05664063,70,42,112,,
3,89956,87.84765625,56,30,86,,
3,93832,91.6328125,78,17,95,,
3,97710,95.41992188,85,34,119,,
3,101572,99.19140625,92,24,116,,
3,105448,102.9765625,73,13,86,,
3,109332,106.7695313,64,38,102,,
3,113224,110.5703125,68,22,90,,
3,117096,114.3515625,69,24,93,,
3,120964,118.1289063,83,33,116,,
3,124854,121.9277344,73,26,99,,
3,128724,125.7070313,61,17,78,,
3,132616,129.5078125,407,356,763,,
3,136490,133.2910156,70,41,111,,
3,140364,137.0742188,69,27,96,,
3,144250,140.8691406,67,34,101,,
3,148126,144.6542969,84,34,118,,
3,152004,148.4414063,74,18,92,BAn15m3 (iteration 4),
3,4664,4.5546875,58,11,69,,
3,8550,8.349609375,53,15,68,,
3,12434,12.14257813,66,28,94,,
3,16316,15.93359375,79,50,129,,
3,20188,19.71484375,63,34,97,,
3,24062,23.49804688,78,36,114,,
3,27948,27.29296875,68,24,92,,
3,31834,31.08789063,44,23,67,,
3,35702,34.86523438,59,35,94,,
3,39576,38.6484375,56,31,87,,
3,43446,42.42773438,59,22,81,,
3,47320,46.2109375,52,30,82,,
3,51200,50,54,18,72,,
3,55078,53.78710938,52,26,78,,
3,58948,57.56640625,73,24,97,,
3,62814,61.34179688,53,17,70,,
3,66684,65.12109375,54,30,84,,
3,70552,68.8984375,75,38,113,,
3,74438,72.69335938,93,42,135,,
3,78320,76.484375,88,27,115,,
3,82196,80.26953125,58,31,89,,
3,86074,84.05664063,67,38,105,,
3,89954,87.84570313,56,30,86,,
3,93832,91.6328125,56,32,88,,
3,97706,95.41601563,60,18,78,,
3,101590,99.20898438,88,38,126,,
3,105470,102.9980469,66,18,84,,
3,109334,106.7714844,74,28,102,,
3,113208,110.5546875,73,29,102,,
3,117074,114.3300781,66,27,93,,
3,120974,118.1386719,75,27,102,,
3,124860,121.9335938,91,48,139,,
3,128736,125.71875,89,33,122,,
3,132610,129.5019531,255,192,447,,
3,136482,133.2832031,90,16,106,,
3,140356,137.0664063,68,22,90,,
3,144230,140.8496094,75,43,118,,
3,148122,144.6503906,76,28,104,,
3,151992,148.4296875,77,22,99,BAn15m3 (iteration 5),
3,4666,4.556640625,58,23,81,,
3,8544,8.34375,60,20,80,,
3,12416,12.125,52,16,68,,
3,16290,15.90820313,57,23,80,,
3,20176,19.703125,54,19,73,,
3,24056,23.4921875,63,20,83,,
3,27926,27.27148438,51,30,81,,
3,31802,31.05664063,85,36,121,,
3,35676,34.83984375,72,47,119,,
3,39548,38.62109375,61,23,84,,
3,43416,42.3984375,75,42,117,,
3,47308,46.19921875,61,32,93,,
3,51192,49.9921875,80,33,113,,
3,55068,53.77734375,57,21,78,,
3,58946,57.56445313,87,50,137,,
3,62826,61.35351563,57,21,78,,
3,66714,65.15039063,68,29,97,,
3,70588,68.93359375,83,33,116,,
3,74472,72.7265625,69,22,91,,
3,78356,76.51953125,68,27,95,,
3,82220,80.29296875,82,53,135,,
3,86088,84.0703125,61,32,93,,
3,89960,87.8515625,79,29,108,,
3,93840,91.640625,84,27,111,,
3,97726,95.43554688,73,43,116,,
3,101612,99.23046875,63,31,94,,
3,105492,103.0195313,66,26,92,,
3,109368,106.8046875,75,28,103,,
3,113244,110.5898438,76,26,102,,
3,117136,114.390625,60,17,77,,
3,121008,118.171875,62,18,80,,
3,124888,121.9609375,73,26,99,,
3,128780,125.7617188,63,18,81,,
3,132660,129.5507813,81,26,107,,
3,136538,133.3378906,92,33,125,,
3,140426,137.1347656,73,23,96,,
3,144302,140.9199219,84,34,118,,
3,148184,144.7109375,85,33,118,,
3,152060,148.4960938,76,18,94,,
3,155928,152.2734375,83,27,110,,
3,159810,156.0644531,90,29,119,,
3,163676,159.8398438,89,31,120,,
3,167566,163.6386719,88,31,119,,
3,171438,167.4199219,102,40,142,,
3,175312,171.203125,75,17,92,,
3,179200,175,89,31,120,,
3,183086,178.7949219,104,42,146,,
3,186976,182.59375,104,40,144,,
3,190844,186.3710938,108,34,142,,
3,194720,190.15625,107,34,141,,
3,198590,193.9355469,93,16,109,,
3,202474,197.7285156,301,242,543,,
3,206352,201.515625,98,32,130,,
3,210222,205.2949219,96,21,117,,
3,214098,209.0800781,658,581,1239,,
3,217982,212.8730469,907,852,1759,,
3,221844,216.6445313,100,33,133,,
3,225732,220.4414063,103,33,136,,
3,229596,224.2148438,107,40,147,,
3,233482,228.0097656,103,35,138,BAn15m5 (iteration 1),
3,4670,4.560546875,47,15,62,,
3,8552,8.3515625,61,11,72,,
3,12418,12.12695313,63,25,88,,
3,16300,15.91796875,58,19,77,,
3,20190,19.71679688,78,36,114,,
3,24060,23.49609375,72,33,105,,
3,27944,27.2890625,60,31,91,,
3,31822,31.07617188,42,22,64,,
3,35694,34.85742188,64,34,98,,
3,39568,38.640625,70,20,90,,
3,43446,42.42773438,70,28,98,,
3,47312,46.203125,84,35,119,,
3,51194,49.99414063,73,23,96,,
3,55072,53.78125,68,27,95,,
3,58956,57.57421875,55,30,85,,
3,62834,61.36132813,64,40,104,,
3,66696,65.1328125,62,18,80,,
3,70566,68.91210938,55,17,72,,
3,74444,72.69921875,77,33,110,,
3,78320,76.484375,66,21,87,,
3,82196,80.26953125,58,17,75,,
3,86072,84.0546875,67,20,87,,
3,89944,87.8359375,455,432,887,,
3,93826,91.62695313,73,41,114,,
3,97706,95.41601563,60,17,77,,
3,101578,99.19726563,64,18,82,,
3,105450,102.9785156,78,32,110,,
3,109324,106.7617188,73,30,103,,
3,113198,110.5449219,81,30,111,,
3,117068,114.3242188,80,35,115,,
3,120942,118.1074219,90,30,120,,
3,124816,121.890625,68,19,87,,
3,128684,125.6679688,88,29,117,,
3,132562,129.4550781,81,17,98,,
3,136432,133.234375,87,27,114,,
3,140316,137.0273438,76,20,96,,
3,144200,140.8203125,292,247,539,,
3,148076,144.6054688,83,34,117,,
3,151942,148.3808594,85,24,109,,
3,155828,152.1757813,84,23,107,,
3,159702,155.9589844,83,26,109,,
3,163578,159.7441406,87,26,113,,
3,167468,163.5429688,104,41,145,,
3,171358,167.3417969,100,24,124,,
3,175236,171.1289063,109,32,141,,
3,179116,174.9179688,99,18,117,,
3,182988,178.6992188,84,31,115,,
3,186858,182.4785156,85,31,116,,
3,190744,186.2734375,92,35,127,,
3,194624,190.0625,1421,1360,2781,,
3,198484,193.8320313,92,34,126,,
3,202360,197.6171875,107,33,140,,
3,206240,201.40625,243,166,409,,
3,210120,205.1953125,116,29,145,,
3,214004,208.9882813,115,31,146,,
3,217882,212.7753906,99,29,128,,
3,221778,216.5800781,101,25,126,,
3,225666,220.3769531,132,30,162,,
3,229536,224.15625,120,46,166,,
3,233412,227.9414063,113,17,130,BAn15m5 (iteration 2),
3,4664,4.5546875,55,23,78,,
3,8532,8.33203125,55,19,74,,
3,12416,12.125,52,23,75,,
3,16290,15.90820313,65,27,92,,
3,20176,19.703125,52,19,71,,
3,24056,23.4921875,63,26,89,,
3,27934,27.27929688,59,37,96,,
3,31804,31.05859375,72,27,99,,
3,35688,34.8515625,56,30,86,,
3,39556,38.62890625,65,29,94,,
3,43446,42.42773438,81,36,117,,
3,47324,46.21484375,75,35,110,,
3,51208,50.0078125,60,28,88,,
3,55094,53.80273438,76,30,106,,
3,58976,57.59375,63,25,88,,
3,62860,61.38671875,64,24,88,,
3,66738,65.17382813,60,23,83,,
3,70606,68.95117188,63,24,87,,
3,74488,72.7421875,49,17,66,,
3,78356,76.51953125,70,25,95,,
3,82232,80.3046875,62,36,98,,
3,86110,84.09179688,352,297,649,,
3,89998,87.88867188,56,17,73,,
3,93886,91.68554688,55,30,85,,
3,97770,95.47851563,67,41,108,,
3,101654,99.27148438,59,32,91,,
3,105526,103.0527344,94,18,112,,
3,109410,106.8457031,85,38,123,,
3,113276,110.6210938,69,31,100,,
3,117150,114.4042969,73,13,86,,
3,121040,118.203125,79,50,129,,
3,124922,121.9941406,73,41,114,,
3,128782,125.7636719,79,31,110,,
3,132674,129.5644531,98,41,139,,
3,136560,133.359375,89,33,122,,
3,140436,137.1445313,111,45,156,,
3,144306,140.9238281,104,37,141,,
3,148174,144.7011719,76,16,92,,
3,152052,148.4882813,90,17,107,,
3,155934,152.2792969,74,19,93,,
3,159814,156.0683594,780,719,1499,,
3,163694,159.8574219,73,17,90,,
3,167566,163.6386719,71,17,88,,
3,171458,167.4394531,85,18,103,,
3,175324,171.2148438,84,34,118,,
3,179206,175.0058594,64,17,81,,
3,183082,178.7910156,78,29,107,,
3,186970,182.5878906,69,21,90,,
3,190858,186.3847656,519,488,1007,,
3,194728,190.1640625,96,33,129,,
3,198592,193.9375,874,797,1671,,
3,202478,197.7324219,95,25,120,,
3,206358,201.5214844,106,30,136,,
3,210246,205.3183594,157,48,205,,
3,214126,209.1074219,100,42,142,,
3,218004,212.8945313,463,378,841,,
3,221880,216.6796875,122,36,158,,
3,225754,220.4628906,111,51,162,,
3,229622,224.2402344,91,32,123,,
3,233508,228.0351563,114,45,159,BAn15m5 (iteration 3),
3,4662,4.552734375,67,20,87,,
3,8546,8.345703125,60,18,78,,
3,12420,12.12890625,67,29,96,,
3,16300,15.91796875,65,25,90,,
3,20180,19.70703125,68,27,95,,
3,24062,23.49804688,59,24,83,,
3,27940,27.28515625,64,23,87,,
3,31820,31.07421875,80,31,111,,
3,35696,34.859375,84,37,121,,
3,39570,38.64257813,86,37,123,,
3,43444,42.42578125,64,19,83,,
3,47336,46.2265625,52,29,81,,
3,51216,50.015625,74,26,100,,
3,55098,53.80664063,55,27,82,,
3,58982,57.59960938,65,33,98,,
3,62850,61.37695313,70,29,99,,
3,66728,65.1640625,89,33,122,,
3,70592,68.9375,86,40,126,,
3,74470,72.72460938,69,25,94,,
3,78354,76.51757813,59,17,76,,
3,82232,80.3046875,65,26,91,,
3,86112,84.09375,57,31,88,,
3,89990,87.88085938,70,33,103,,
3,93882,91.68164063,76,39,115,,
3,97764,95.47265625,89,32,121,,
3,101638,99.25585938,277,241,518,,
3,105512,103.0390625,66,22,88,,
3,109382,106.8183594,65,21,86,,
3,113254,110.5996094,91,43,134,,
3,117132,114.3867188,84,25,109,,
3,121006,118.1699219,87,36,123,,
3,124884,121.9570313,78,37,115,,
3,128754,125.7363281,74,30,104,,
3,132628,129.5195313,78,28,106,,
3,136498,133.2988281,76,26,102,,
3,140362,137.0722656,93,32,125,,
3,144242,140.8613281,70,16,86,,
3,148118,144.6464844,66,17,83,,
3,152004,148.4414063,76,34,110,,
3,155878,152.2246094,76,30,106,,
3,159744,156,84,19,103,,
3,163616,159.78125,84,33,117,,
3,167474,163.5488281,70,22,92,,
3,171348,167.3320313,76,30,106,,
3,175228,171.1210938,85,39,124,,
3,179104,174.90625,88,38,126,,
3,182988,178.6992188,93,28,121,,
3,186858,182.4785156,103,29,132,,
3,190742,186.2714844,1048,985,2033,,
3,194624,190.0625,120,33,153,,
3,198494,193.8417969,108,35,143,,
3,202370,197.6269531,108,36,144,,
3,206244,201.4101563,100,40,140,,
3,210102,205.1777344,647,598,1245,,
3,213978,208.9628906,67,18,85,,
3,217854,212.7480469,78,25,103,,
3,221724,216.5273438,93,35,128,,
3,225616,220.328125,85,33,118,,
3,229488,224.109375,97,34,131,,
3,233374,227.9042969,93,32,125,BAn15m5 (iteration 4),
3,4664,4.5546875,75,37,112,,
3,8550,8.349609375,63,24,87,,
3,12430,12.13867188,54,19,73,,
3,16304,15.921875,68,16,84,,
3,20178,19.70507813,52,19,71,,
3,24072,23.5078125,87,21,108,,
3,27940,27.28515625,80,36,116,,
3,31816,31.0703125,86,33,119,,
3,35686,34.84960938,78,37,115,,
3,39554,38.62695313,90,35,125,,
3,43426,42.40820313,65,22,87,,
3,47308,46.19921875,84,35,119,,
3,51180,49.98046875,81,29,110,,
3,55046,53.75585938,52,28,80,,
3,58920,57.5390625,61,21,82,,
3,62810,61.33789063,64,23,87,,
3,66688,65.125,62,25,87,,
3,70570,68.91601563,72,33,105,,
3,74442,72.69726563,63,25,88,,
3,78318,76.48242188,77,32,109,,
3,82202,80.27539063,81,33,114,,
3,86088,84.0703125,77,33,110,,
3,89972,87.86328125,79,37,116,,
3,93850,91.65039063,82,28,110,,
3,97712,95.421875,73,29,102,,
3,101584,99.203125,83,31,114,,
3,105472,103,78,29,107,,
3,109362,106.7988281,84,32,116,,
3,113240,110.5859375,84,33,117,,
3,117128,114.3828125,60,16,76,,
3,120994,118.1582031,66,22,88,,
3,124872,121.9453125,57,31,88,,
3,128754,125.7363281,66,29,95,,
3,132638,129.5292969,264,214,478,,
3,136508,133.3085938,64,16,80,,
3,140378,137.0878906,87,29,116,,
3,144250,140.8691406,61,19,80,,
3,148118,144.6464844,64,32,96,,
3,152000,148.4375,57,28,85,,
3,155876,152.2226563,66,22,88,,
3,159758,156.0136719,66,20,86,,
3,163640,159.8046875,68,19,87,,
3,167510,163.5839844,86,29,115,,
3,171376,167.359375,84,37,121,,
3,175258,171.1503906,75,27,102,,
3,179142,174.9433594,85,17,102,,
3,183018,178.7285156,354,290,644,,
3,186910,182.5292969,88,24,112,,
3,190780,186.3085938,92,39,131,,
3,194652,190.0898438,81,32,113,,
3,198528,193.875,70,21,91,,
3,202394,197.6503906,766,731,1497,,
3,206274,201.4394531,105,33,138,,
3,210162,205.2363281,103,40,143,,
3,214054,209.0371094,103,35,138,,
3,217926,212.8183594,88,33,121,,
3,221808,216.609375,88,32,120,,
3,225690,220.4003906,84,32,116,,
3,229566,224.1855469,86,17,103,,
3,233444,227.9726563,92,36,128,BAn15m5 (iteration 5),
3,4678,4.568359375,65,36,101,,
3,8560,8.359375,59,20,79,,
3,12432,12.140625,49,19,68,,
3,16304,15.921875,56,24,80,,
3,20172,19.69921875,56,23,79,,
3,24036,23.47265625,55,24,79,,
3,27914,27.25976563,60,24,84,,
3,31802,31.05664063,51,29,80,,
3,35678,34.84179688,67,38,105,,
3,39544,38.6171875,59,35,94,,
3,43414,42.39648438,57,34,91,,
3,47296,46.1875,49,30,79,,
3,51190,49.99023438,58,24,82,,
3,55062,53.77148438,62,19,81,,
3,58934,57.55273438,86,44,130,,
3,62802,61.33007813,65,29,94,,
3,66668,65.10546875,74,39,113,,
3,70548,68.89453125,69,38,107,,
3,74422,72.67773438,65,22,87,,
3,78282,76.44726563,99,28,127,,
3,82156,80.23046875,69,26,95,,
3,86036,84.01953125,71,26,97,,
3,89902,87.79492188,85,38,123,,
3,93766,91.56835938,87,39,126,,
3,97654,95.36523438,86,36,122,,
3,101528,99.1484375,525,489,1014,,
3,105414,102.9433594,58,17,75,,
3,109300,106.7382813,67,33,100,,
3,113182,110.5292969,61,15,76,,
3,117050,114.3066406,84,26,110,,
3,120920,118.0859375,74,25,99,,
3,124794,121.8691406,69,28,97,,
3,128684,125.6679688,80,18,98,,
3,132562,129.4550781,65,25,90,,
3,136432,133.234375,69,39,108,,
3,140322,137.0332031,78,45,123,,
3,144194,140.8144531,60,16,76,,
3,148068,144.5976563,66,16,82,,
3,151930,148.3691406,84,33,117,,
3,155810,152.1582031,85,33,118,,
3,159688,155.9453125,73,40,113,,
3,163566,159.7324219,70,23,93,,
3,167448,163.5234375,74,26,100,,
3,171312,167.296875,76,41,117,,
3,175186,171.0800781,69,22,91,,
3,179048,174.8515625,74,24,98,,
3,182940,178.6523438,66,19,85,,
3,186826,182.4472656,67,20,87,,
3,190712,186.2421875,77,28,105,,
3,194584,190.0234375,285,225,510,,
3,198464,193.8125,81,30,111,,
3,202348,197.6054688,74,20,94,,
3,206222,201.3886719,100,34,134,,
3,210090,205.1660156,89,36,125,,
3,213958,208.9433594,87,17,104,,
3,217842,212.7363281,76,31,107,,
3,221720,216.5234375,1495,1457,2952,,
3,225598,220.3105469,112,44,156,,
3,229468,224.0898438,84,29,113,,
3,233354,227.8847656,92,35,127,,
3,237240,231.6796875,84,28,112,,
3,241114,235.4628906,80,22,102,,
3,244988,239.2460938,89,32,121,,
3,248866,243.0332031,522,458,980,,
3,252742,246.8183594,96,20,116,,
3,256632,250.6171875,80,21,101,,
3,260506,254.4003906,236,178,414,,
3,264392,258.1953125,107,20,127,,
3,268276,261.9882813,87,33,120,,
3,272152,265.7734375,88,33,121,,
3,276030,269.5605469,1633,1567,3200,,
3,279888,273.328125,94,17,111,,
3,283764,277.1132813,91,33,124,,
3,287636,280.8945313,101,40,141,,
3,291508,284.6757813,99,34,133,,
3,295384,288.4609375,114,42,156,,
3,299250,292.2363281,118,42,160,BAn15m7 (iteration 1),
3,4660,4.55078125,66,35,101,,
3,8540,8.33984375,53,19,72,,
3,12408,12.1171875,56,23,79,,
3,16290,15.90820313,45,16,61,,
3,20160,19.6875,60,26,86,,
3,24036,23.47265625,66,34,100,,
3,27916,27.26171875,51,19,70,,
3,31788,31.04296875,76,42,118,,
3,35666,34.83007813,79,39,118,,
3,39546,38.61914063,69,40,109,,
3,43422,42.40429688,79,51,130,,
3,47292,46.18359375,62,18,80,,
3,51174,49.97460938,64,22,86,,
3,55034,53.74414063,57,21,78,,
3,58912,57.53125,58,22,80,,
3,62776,61.3046875,48,16,64,,
3,66652,65.08984375,50,17,67,,
3,70520,68.8671875,52,17,69,,
3,74422,72.67773438,62,37,99,,
3,78316,76.48046875,64,25,89,,
