Size of Data  (KB),Server Data Size,Server Data Size (KB),Time to Send,Time to Receive,Processing Time,Topology,
10,439794,429.4863281,682,590,1272,,
10,454870,444.2089844,525,448,973,,
10,469938,458.9238281,680,596,1276,,
10,485026,473.6582031,753,661,1414,,
10,500104,488.3828125,551,467,1018,,
10,515184,503.109375,650,569,1219,,
10,530270,517.8417969,847,719,1566,,
10,545346,532.5644531,658,576,1234,,
10,560428,547.2929688,449,366,815,,
10,575504,562.015625,632,546,1178,,
10,590584,576.7421875,596,508,1104,,
10,605656,591.4609375,1302,1215,2517,,
10,620744,606.1953125,1127,1004,2131,,
10,635812,620.9101563,913,717,1630,,
10,650890,635.6347656,1182,1030,2212,,
10,665978,650.3691406,1228,1060,2288,,
10,681044,665.0820313,1562,1444,3006,,
10,696120,679.8046875,1259,1156,2415,,
10,711204,694.5351563,1196,1078,2274,,
10,726280,709.2578125,1639,1525,3164,,
10,741352,723.9765625,1480,1353,2833,,
10,756432,738.703125,1383,1239,2622,,
10,771506,753.4238281,1067,947,2014,,
10,786602,768.1660156,1690,1570,3260,,
10,801668,782.8789063,1771,1642,3413,,
10,816748,797.6054688,1502,1359,2861,,
10,831140,811.6601563,1610,1473,3083,,
10,845522,825.7050781,1236,1124,2360,,
10,859892,839.7382813,1551,1437,2988,,
10,874282,853.7910156,1481,1351,2832,,
10,888662,867.8339844,1664,1535,3199,,
10,903046,881.8808594,1575,1452,3027,,
10,917412,895.9101563,1548,1418,2966,,
10,931768,909.9296875,1632,1499,3131,,
10,946142,923.9667969,1596,1464,3060,,
10,960522,938.0097656,1656,1509,3165,,
10,974892,952.0429688,1959,1799,3758,,
10,989264,966.078125,2510,2380,4890,,
10,1003646,980.1230469,2355,2218,4573,,
10,1018014,994.1542969,2327,2178,4505,,
10,1032382,1008.185547,2224,2077,4301,,
10,1046750,1022.216797,2355,2225,4580,,
10,1061138,1036.267578,2416,2256,4672,,
10,1075506,1050.298828,2295,2159,4454,,
10,1089880,1064.335938,2472,2314,4786,,
10,1104250,1078.369141,2378,2217,4595,,
10,1118620,1092.402344,2315,2107,4422,,
10,1132994,1106.439453,2371,2202,4573,,
10,1147364,1120.472656,2443,2274,4717,,
10,1161736,1134.507813,2362,2203,4565,,
10,1176100,1148.535156,2377,2223,4600,,
10,1190478,1162.576172,2363,2204,4567,,
10,1204846,1176.607422,2532,2369,4901,,
10,1219216,1190.640625,2414,2225,4639,,
10,1233588,1204.675781,2456,2279,4735,,
10,1247962,1218.712891,2643,2450,5093,,
10,1262338,1232.751953,2066,1847,3913,,
10,1276712,1246.789063,2127,1939,4066,,
10,1291068,1260.808594,2156,1951,4107,,
10,1305440,1274.84375,2146,1936,4082,,
10,1319820,1288.886719,2716,2495,5211,,
10,1334200,1302.929688,3052,2861,5913,,
10,1348584,1316.976563,2712,2526,5238,,
10,1362968,1331.023438,3018,2843,5861,,
10,1377336,1345.054688,3399,3213,6612,,
10,1391712,1359.09375,3617,3395,7012,BAn15m10 (iteration 4),
10,15162,14.80664063,164,99,263,,
10,29546,28.85351563,151,85,236,,
10,43902,42.87304688,175,122,297,,
10,58272,56.90625,123,74,197,,
10,72652,70.94921875,168,111,279,,
10,87030,84.99023438,133,79,212,,
10,101398,99.02148438,152,85,237,,
10,115788,113.0742188,165,99,264,,
10,130166,127.1152344,184,99,283,,
10,144530,141.1425781,175,92,267,,
10,158902,155.1777344,175,101,276,,
10,173278,169.2167969,147,88,235,,
10,187656,183.2578125,144,87,231,,
10,202036,197.3007813,129,79,208,,
10,216432,211.359375,139,69,208,,
10,230818,225.4082031,145,86,231,,
10,245190,239.4433594,154,101,255,,
10,259566,253.4824219,236,168,404,,
10,273960,267.5390625,2474,2382,4856,,
10,289034,282.2597656,3703,3627,7330,,
10,304116,296.9882813,908,847,1755,,
10,319202,311.7207031,537,472,1009,,
10,334280,326.4453125,464,403,867,,
10,349350,341.1621094,518,447,965,,
10,364428,355.8867188,3525,3454,6979,,
10,379512,370.6171875,729,659,1388,,
10,394594,385.3457031,802,731,1533,,
10,409666,400.0644531,555,478,1033,,
10,424738,414.7832031,596,514,1110,,
10,439818,429.5097656,640,555,1195,,
10,454898,444.2363281,834,662,1496,,
10,469966,458.9511719,698,507,1205,,
10,485054,473.6855469,727,631,1358,,
10,500126,488.4042969,660,570,1230,,
10,515206,503.1308594,681,591,1272,,
10,530276,517.8476563,788,707,1495,,
10,545364,532.5820313,729,632,1361,,
10,560448,547.3125,785,686,1471,,
10,575516,562.0273438,744,607,1351,,
10,590608,576.765625,734,626,1360,,
10,605674,591.4785156,1585,1460,3045,,
10,620740,606.1914063,1073,963,2036,,
10,635832,620.9296875,1032,928,1960,,
10,650902,635.6464844,977,866,1843,,
10,665992,650.3828125,1683,1573,3256,,
10,681064,665.1015625,1369,1257,2626,,
10,696122,679.8066406,1628,1506,3134,,
10,711202,694.5332031,1410,1237,2647,,
10,726292,709.2695313,1316,1186,2502,,
10,741388,724.0117188,1184,1060,2244,,
10,756464,738.734375,1549,1433,2982,,
10,771538,753.4550781,1444,1305,2749,,
10,786614,768.1777344,1995,1868,3863,,
10,801684,782.8945313,1937,1796,3733,,
10,816750,797.6074219,1460,1323,2783,,
10,831128,811.6484375,1624,1494,3118,,
10,845502,825.6855469,1342,1211,2553,,
10,859864,839.7109375,1643,1492,3135,,
10,874250,853.7597656,1568,1446,3014,,
10,888620,867.7929688,1520,1401,2921,,
10,903002,881.8378906,1631,1492,3123,,
10,917378,895.8769531,1563,1432,2995,,
10,931752,909.9140625,1656,1508,3164,,
10,946134,923.9589844,1696,1561,3257,,
10,960506,937.9941406,1599,1450,3049,,
10,974892,952.0429688,1675,1510,3185,,
10,989276,966.0898438,2473,2338,4811,,
10,1003644,980.1210938,2544,2400,4944,,
10,1018014,994.1542969,2372,2223,4595,,
10,1032388,1008.191406,2271,2128,4399,,
10,1046744,1022.210938,2449,2288,4737,,
10,1061130,1036.259766,2318,2165,4483,,
10,1075492,1050.285156,2337,2186,4523,,
10,1089868,1064.324219,2428,2242,4670,,
10,1104256,1078.375,2262,2088,4350,,
10,1118634,1092.416016,2045,1877,3922,,
10,1133022,1106.466797,2411,2257,4668,,
10,1147400,1120.507813,2484,2334,4818,,
10,1161782,1134.552734,2447,2288,4735,,
10,1176172,1148.605469,2591,2440,5031,,
10,1190544,1162.640625,2408,2248,4656,,
10,1204912,1176.671875,2521,2354,4875,,
10,1219264,1190.6875,2493,2315,4808,,
10,1233650,1204.736328,2468,2290,4758,,
10,1248024,1218.773438,2539,2330,4869,,
10,1262414,1232.826172,2122,1915,4037,,
10,1276788,1246.863281,2270,2046,4316,,
10,1291160,1260.898438,2072,1877,3949,,
10,1305542,1274.943359,2521,2317,4838,,
10,1319920,1288.984375,2741,2543,5284,,
10,1334298,1303.025391,3002,2810,5812,,
10,1348670,1317.060547,2916,2726,5642,,
10,1363038,1331.091797,3131,2950,6081,,
10,1377412,1345.128906,2898,2689,5587,,
10,1391790,1359.169922,3052,2835,5887,BAn15m10 (iteration 5),
