Size of Data  (KB),Server Data Size,Server Data Size (KB),Time to Send,Time to Receive,Processing Time,Topology,
3,47332,46.22265625,75,39,114,,
3,51232,50.03125,56,28,84,,
3,55122,53.83007813,72,21,93,,
3,58992,57.609375,83,29,112,,
3,62866,61.39257813,93,29,122,,
3,66750,65.18554688,72,31,103,,
3,70624,68.96875,74,34,108,,
3,74490,72.74414063,145,83,228,,
3,78370,76.53320313,71,27,98,,
3,82254,80.32617188,67,26,93,,
3,86140,84.12109375,79,33,112,,
3,90012,87.90234375,87,56,143,,
3,93884,91.68359375,76,43,119,,
3,97766,95.47460938,95,47,142,,
3,101654,99.27148438,114,40,154,,
3,105534,103.0605469,152,44,196,,
3,109408,106.84375,114,44,158,,
3,113304,110.6484375,97,36,133,,
3,117176,114.4296875,174,37,211,,
3,121062,118.2246094,90,40,130,,
3,124938,122.0097656,76,30,106,,
3,128802,125.7832031,78,32,110,,
3,132684,129.5742188,76,16,92,,
3,136548,133.3476563,105,50,155,,
3,140412,137.1210938,83,46,129,,
3,144282,140.9003906,87,31,118,,
3,148160,144.6875,88,29,117,,
3,152038,148.4746094,96,40,136,,
3,155926,152.2714844,126,27,153,,
3,159802,156.0566406,107,41,148,,
3,163674,159.8378906,73,20,93,BAn10m7 (iteration 2),
3,4690,4.580078125,51,21,72,,
3,8574,8.373046875,63,25,88,,
3,12452,12.16015625,62,26,88,,
3,16316,15.93359375,61,26,87,,
3,20192,19.71875,66,31,97,,
3,24076,23.51171875,105,65,170,,
3,27960,27.3046875,65,27,92,,
3,31830,31.08398438,54,28,82,,
3,35704,34.8671875,59,12,71,,
3,39590,38.66210938,67,27,94,,
3,43458,42.43945313,73,35,108,,
3,47330,46.22070313,76,41,117,,
3,51216,50.015625,65,40,105,,
3,55090,53.79882813,191,33,224,,
3,58974,57.59179688,63,29,92,,
3,62852,61.37890625,67,26,93,,
3,66746,65.18164063,61,25,86,,
3,70624,68.96875,68,22,90,,
3,74496,72.75,80,43,123,,
3,78374,76.53710938,164,25,189,,
3,82244,80.31640625,79,37,116,,
3,86104,84.0859375,85,37,122,,
3,89972,87.86328125,108,37,145,,
3,93844,91.64453125,208,32,240,,
3,97724,95.43359375,70,30,100,,
3,101596,99.21484375,69,28,97,,
3,105466,102.9941406,78,21,99,,
3,109336,106.7734375,88,34,122,,
3,113198,110.5449219,74,27,101,,
3,117086,114.3417969,59,19,78,,
3,120968,118.1328125,85,18,103,,
3,124846,121.9199219,77,23,100,,
3,128710,125.6933594,83,31,114,,
3,132576,129.46875,89,43,132,,
3,136440,133.2421875,70,26,96,,
3,140328,137.0390625,77,33,110,,
3,144200,140.8203125,82,33,115,,
3,148098,144.6269531,83,35,118,,
3,151980,148.4179688,83,31,114,,
3,155852,152.1992188,170,29,199,,112.1785714
3,159724,155.9804688,79,30,109,,
3,163612,159.7773438,91,37,128,BAn10m7 (iteration 3),
3,4688,4.578125,57,26,83,,
3,8574,8.373046875,81,35,116,,
3,12454,12.16210938,79,34,113,,
3,16318,15.93554688,78,36,114,,
3,20198,19.72460938,59,20,79,,
3,24084,23.51953125,71,29,100,,
3,27966,27.31054688,62,27,89,,
3,31838,31.09179688,60,28,88,,
3,35704,34.8671875,64,25,89,,
3,39570,38.64257813,66,29,95,,
3,43446,42.42773438,56,29,85,,
3,47320,46.2109375,63,29,92,,
3,51200,50,80,52,132,,
3,55074,53.78320313,80,48,128,,
3,58950,57.56835938,85,36,121,,
3,62820,61.34765625,79,33,112,,
3,66690,65.12695313,93,37,130,,
3,70560,68.90625,126,56,182,,
3,74440,72.6953125,88,32,120,,
3,78326,76.49023438,85,39,124,,
3,82202,80.27539063,75,46,121,,
3,86086,84.06835938,55,30,85,,
3,89972,87.86328125,68,20,88,,
3,93844,91.64453125,66,26,92,,
3,97716,95.42578125,80,35,115,,
3,101584,99.203125,195,27,222,,
3,105468,102.9960938,70,29,99,,
3,109346,106.7832031,85,27,112,,
3,113218,110.5644531,73,28,101,,
3,117112,114.3671875,59,19,78,,
3,120980,118.1445313,80,40,120,,
3,124862,121.9355469,89,33,122,,
3,128730,125.7128906,77,45,122,,
3,132600,129.4921875,82,31,113,,
3,136468,133.2695313,76,31,107,,
3,140346,137.0566406,75,28,103,,
3,144232,140.8515625,72,33,105,,
3,148108,144.6367188,72,26,98,,
3,151992,148.4296875,77,31,108,,
3,155872,152.21875,80,30,110,,
3,159750,156.0058594,96,33,129,,
3,163614,159.7792969,70,22,92,BAn10m7 (iteration 4),
3,4688,4.578125,55,27,82,,
3,8574,8.373046875,70,28,98,,
3,12452,12.16015625,61,29,90,,
3,16314,15.93164063,47,13,60,,
3,20194,19.72070313,70,35,105,,
3,24078,23.51367188,60,22,82,,
3,27962,27.30664063,57,21,78,,
3,31842,31.09570313,72,25,97,,
3,35726,34.88867188,77,35,112,,
3,39600,38.671875,59,32,91,,
3,43480,42.4609375,79,34,113,,
3,47358,46.24804688,181,34,215,,
3,51240,50.0390625,66,27,93,,
3,55112,53.8203125,61,19,80,,
3,58980,57.59765625,52,19,71,,
3,62850,61.37695313,60,26,86,,
3,66730,65.16601563,60,26,86,,
3,70610,68.95507813,123,79,202,,
3,74498,72.75195313,68,26,94,,
3,78380,76.54296875,61,29,90,,
3,82258,80.33007813,56,18,74,,
3,86134,84.11523438,61,19,80,,
3,90006,87.89648438,88,32,120,,
3,93876,91.67578125,68,28,96,,
3,97748,95.45703125,59,27,86,,
3,101628,99.24609375,103,39,142,,
3,105512,103.0390625,90,32,122,,
3,109378,106.8144531,98,40,138,,
3,113236,110.5820313,98,32,130,,
3,117110,114.3652344,89,31,120,,
3,120984,118.1484375,100,24,124,,
3,124850,121.9238281,82,13,95,,
3,128718,125.7011719,98,35,133,,
3,132602,129.4941406,80,27,107,,
3,136484,133.2851563,86,29,115,,
3,140358,137.0683594,61,28,89,,
3,144224,140.84375,58,31,89,,
3,148098,144.6269531,79,32,111,,
3,151976,148.4140625,87,18,105,,
3,155858,152.2050781,82,49,131,,
3,159744,156,88,35,123,,
3,163618,159.7832031,86,29,115,BAn10m7 (iteration 5),
3,4688,4.578125,58,26,84,,
3,8574,8.373046875,65,25,90,,
3,12454,12.16210938,71,36,107,,
3,16316,15.93359375,63,21,84,,
3,20196,19.72265625,79,21,100,,
3,24078,23.51367188,80,36,116,,
3,27948,27.29296875,72,30,102,,
3,31836,31.08984375,55,32,87,,
3,35720,34.8828125,55,28,83,,
3,39608,38.6796875,66,25,91,,
3,43492,42.47265625,78,36,114,,
3,47352,46.2421875,69,33,102,,
3,51230,50.02929688,54,13,67,,
3,55114,53.82226563,71,34,105,,
3,58980,57.59765625,54,29,83,,
3,62850,61.37695313,64,24,88,,
3,66720,65.15625,77,32,109,,
3,70598,68.94335938,76,35,111,,
3,74480,72.734375,77,26,103,,
3,78342,76.50585938,80,34,114,,
3,82222,80.29492188,291,25,316,,
3,86086,84.06835938,85,19,104,,
3,89952,87.84375,70,28,98,,
3,93828,91.62890625,68,38,106,,
3,97708,95.41796875,80,31,111,,
3,101582,99.20117188,82,31,113,,
3,105450,102.9785156,91,36,127,,
3,109322,106.7597656,88,34,122,,
3,113190,110.5371094,72,22,94,,
3,117066,114.3222656,77,29,106,,
3,120918,118.0839844,93,37,130,,
3,124802,121.8769531,93,36,129,,
3,128674,125.6582031,101,40,141,,
3,132548,129.4414063,109,39,148,,
3,136428,133.2304688,104,38,142,BAn10m5 (iteration 1),
3,4682,4.572265625,62,28,90,,
3,8568,8.3671875,61,28,89,,
3,12448,12.15625,47,12,59,,
3,16312,15.9296875,52,20,72,,
3,20192,19.71875,60,10,70,,
3,24070,23.50585938,75,36,111,,
3,27946,27.29101563,58,36,94,,
3,31818,31.07226563,63,28,91,,
3,35692,34.85546875,57,24,81,,
3,39562,38.63476563,60,23,83,,
3,43434,42.41601563,57,24,81,,
3,47318,46.20898438,61,28,89,,
3,51194,49.99414063,73,27,100,,
3,55072,53.78125,61,36,97,,
3,58956,57.57421875,69,27,96,,
3,62830,61.35742188,58,17,75,,
3,66694,65.13085938,64,19,83,,
3,70578,68.92382813,66,20,86,,
3,74462,72.71679688,59,18,77,,
3,78314,76.47851563,80,29,109,,
3,82186,80.25976563,75,30,105,,
3,86048,84.03125,74,46,120,,
3,89926,87.81835938,94,45,139,,
3,93798,91.59960938,133,45,178,,
3,97676,95.38671875,102,39,141,,
3,101538,99.15820313,103,41,144,,
3,105410,102.9394531,98,30,128,,
3,109286,106.7246094,97,32,129,,
3,113150,110.4980469,88,30,118,,
3,117020,114.2773438,96,40,136,,
3,120912,118.078125,90,29,119,,
3,124794,121.8691406,80,28,108,,
3,128666,125.6503906,83,31,114,,
3,132530,129.4238281,107,36,143,,
3,136406,133.2089844,108,33,141,BAn10m5 (iteration 2),
3,4688,4.578125,85,34,119,,
3,8574,8.373046875,90,36,126,,
3,12454,12.16210938,66,21,87,,
3,16318,15.93554688,81,38,119,,
3,20198,19.72460938,80,34,114,,
3,24068,23.50390625,60,26,86,,
3,27942,27.28710938,54,33,87,,
3,31808,31.0625,52,16,68,,
3,35670,34.83398438,63,37,100,,
3,39554,38.62695313,67,36,103,,
3,43432,42.4140625,73,33,106,,
3,47302,46.19335938,64,23,87,,
3,51176,49.9765625,93,38,131,,
3,55046,53.75585938,72,32,104,,
3,58902,57.52148438,82,41,123,,
3,62778,61.30664063,65,25,90,,
3,66646,65.08398438,77,34,111,,
3,70530,68.87695313,72,34,106,,
3,74396,72.65234375,61,21,82,,
3,78272,76.4375,78,28,106,,
3,82140,80.21484375,76,31,107,,
3,86030,84.01367188,67,24,91,,
3,89912,87.8046875,62,19,81,,
3,93804,91.60546875,77,28,105,,
3,97680,95.390625,80,45,125,,
3,101552,99.171875,79,45,124,,
3,105432,102.9609375,91,37,128,,
3,109316,106.7539063,74,18,92,,
3,113202,110.5488281,87,38,125,,
3,117058,114.3144531,73,27,100,,
3,120924,118.0898438,81,27,108,,
3,124802,121.8769531,81,29,110,,
3,128682,125.6660156,71,27,98,,
3,132570,129.4628906,59,31,90,,
3,136446,133.2480469,82,19,101,BAn10m5 (iteration 3),
3,4686,4.576171875,62,29,91,,
3,8572,8.37109375,63,29,92,,
3,12452,12.16015625,53,20,73,,
3,16318,15.93554688,66,26,92,,
3,20198,19.72460938,98,38,136,,
3,24078,23.51367188,84,34,118,,
3,27962,27.30664063,65,24,89,,
3,31820,31.07421875,66,28,94,,
3,35702,34.86523438,62,36,98,,
3,39588,38.66015625,61,25,86,,
3,43460,42.44140625,75,51,126,,
3,47336,46.2265625,73,36,109,,
3,51222,50.02148438,68,27,95,,
3,55088,53.796875,60,24,84,,
3,58952,57.5703125,79,40,119,,
3,62818,61.34570313,58,21,79,,
3,66686,65.12304688,67,27,94,,
3,70556,68.90234375,73,27,100,,
3,74436,72.69140625,65,25,90,,
3,78310,76.47460938,58,19,77,,
3,82184,80.2578125,67,25,92,,
3,86048,84.03125,59,32,91,,
3,89924,87.81640625,63,19,82,,
3,93808,91.609375,70,29,99,,
3,97694,95.40429688,71,29,100,,
3,101586,99.20507813,76,46,122,,
3,105446,102.9746094,67,12,79,,
3,109330,106.7675781,70,41,111,,
3,113216,110.5625,75,31,106,,
3,117102,114.3574219,72,29,101,,
3,120980,118.1445313,79,37,116,,
3,124852,121.9257813,81,33,114,,
3,128730,125.7128906,74,25,99,,
3,132608,129.5,94,38,132,,
3,136490,133.2910156,92,40,132,BAn10m5 (iteration 4),
3,4686,4.576171875,54,26,80,,
3,8572,8.37109375,68,27,95,,
3,12446,12.15429688,67,25,92,,
3,16312,15.9296875,64,26,90,,
3,20192,19.71875,64,32,96,,
3,24070,23.50585938,58,24,82,,
3,27946,27.29101563,50,29,79,,
3,31820,31.07421875,55,24,79,,
3,35692,34.85546875,59,25,84,,
3,39564,38.63671875,56,19,75,,
3,43438,42.41992188,59,26,85,,
3,47322,46.21289063,57,25,82,,
3,51200,50,55,22,77,,
3,55084,53.79296875,60,33,93,,
3,58952,57.5703125,61,31,92,,
3,62826,61.35351563,69,11,80,,
3,66700,65.13671875,65,25,90,,
3,70586,68.93164063,65,32,97,,
3,74468,72.72265625,65,19,84,,
3,78344,76.5078125,75,28,103,,
3,82212,80.28515625,68,29,97,,
3,86092,84.07421875,54,22,76,,
3,89956,87.84765625,73,29,102,,
3,93836,91.63671875,79,32,111,,
3,97704,95.4140625,57,30,87,,
3,101582,99.20117188,67,26,93,,
3,105458,102.9863281,63,24,87,,
3,109334,106.7714844,87,42,129,,
3,113222,110.5683594,81,34,115,,
3,117084,114.3398438,71,29,100,,
3,120960,118.125,81,19,100,,
3,124828,121.9023438,75,28,103,,
3,128704,125.6875,77,32,109,,
3,132580,129.4726563,88,37,125,,
3,136448,133.25,84,34,118,BAn10m5 (iteration 5),
6,10262,10.02148438,115,70,185,,
6,19728,19.265625,102,57,159,,
6,29222,28.53710938,95,71,166,,
6,38698,37.79101563,102,58,160,,
6,48176,47.046875,93,66,159,,
6,57666,56.31445313,94,53,147,,
6,67144,65.5703125,85,44,129,,
6,76628,74.83203125,98,54,152,,
6,86104,84.0859375,95,48,143,,
6,95578,93.33789063,99,55,154,,
6,105062,102.5996094,113,62,175,,
6,114538,111.8535156,141,83,224,,
6,124028,121.1210938,169,112,281,,
6,133498,130.3691406,149,85,234,,
6,142982,139.6308594,160,107,267,,
6,152462,148.8886719,122,70,192,,
6,161936,158.140625,111,62,173,BAn10m2 (iteration 1),
6,10264,10.0234375,94,44,138,,
6,19734,19.27148438,89,49,138,,
6,29204,28.51953125,93,51,144,,
6,38682,37.77539063,108,61,169,,
6,48158,47.02929688,101,42,143,,
6,57624,56.2734375,103,59,162,,
6,67104,65.53125,105,57,162,,
6,76590,74.79492188,115,64,179,,
6,86072,84.0546875,109,62,171,,
6,95552,93.3125,113,65,178,,
6,105054,102.5917969,119,65,184,,
6,114542,111.8574219,131,78,209,,
6,124028,121.1210938,119,68,187,,
6,133506,130.3769531,110,60,170,,
6,142978,139.6269531,127,69,196,,
6,152468,148.8945313,122,67,189,,
6,161946,158.1503906,111,64,175,BAn10m2 (iteration 2),
6,10256,10.015625,113,71,184,,
6,19726,19.26367188,135,81,216,,
6,29180,28.49609375,112,65,177,,
6,38660,37.75390625,109,64,173,,
6,48154,47.02539063,82,42,124,,
6,57632,56.28125,95,57,152,,114.4
6,67110,65.53710938,93,41,134,,
6,76598,74.80273438,99,65,164,,
6,86074,84.05664063,109,64,173,,
6,95552,93.3125,123,74,197,,
6,105026,102.5644531,103,61,164,,
6,114508,111.8242188,138,84,222,,
6,123972,121.0664063,144,91,235,,
6,133422,130.2949219,125,76,201,,
6,142898,139.5488281,142,86,228,,
6,152376,148.8046875,116,67,183,,
6,161862,158.0683594,121,70,191,BAn10m2 (iteration 3),
6,10264,10.0234375,92,59,151,,
6,19734,19.27148438,95,56,151,,
6,29226,28.54101563,92,68,160,,
6,38704,37.796875,91,50,141,,
6,48180,47.05078125,98,63,161,,
6,57650,56.29882813,99,56,155,,
6,67122,65.54882813,99,51,150,,
6,76610,74.81445313,101,54,155,,
6,86076,84.05859375,101,52,153,,
6,95548,93.30859375,101,57,158,,
6,105032,102.5703125,98,53,151,,
6,114508,111.8242188,126,69,195,,
6,123976,121.0703125,143,87,230,,
6,133450,130.3222656,128,63,191,,
6,142936,139.5859375,102,70,172,,
6,152418,148.8457031,130,86,216,,
6,161902,158.1074219,140,89,229,BAn10m2 (iteration 4),
6,10264,10.0234375,89,56,145,,
6,19734,19.27148438,101,62,163,,
6,29212,28.52734375,101,76,177,,
6,38688,37.78125,94,46,140,,
6,48180,47.05078125,100,58,158,,
6,57654,56.30273438,116,65,181,,
6,67130,65.55664063,89,60,149,,
6,76616,74.8203125,88,50,138,,
6,86080,84.0625,84,46,130,,
6,95560,93.3203125,116,74,190,,
6,105046,102.5839844,142,81,223,,
6,114530,111.8457031,118,69,187,,
6,124002,121.0957031,112,68,180,,
6,133466,130.3378906,107,60,167,,
6,142950,139.5996094,107,74,181,,
6,152428,148.8554688,111,78,189,,
6,161890,158.0957031,119,70,189,BAn10m2 (iteration 5),
6,10260,10.01953125,83,52,135,,
6,19730,19.26757813,89,54,143,,
6,29210,28.52539063,96,60,156,,
6,38694,37.78710938,100,59,159,,
6,48166,47.03710938,90,52,142,,
6,57654,56.30273438,100,68,168,,
6,67126,65.55273438,113,40,153,,
6,76604,74.80859375,109,62,171,,
6,86082,84.06445313,119,70,189,,
6,95560,93.3203125,124,67,191,,
6,105040,102.578125,117,69,186,,
6,114520,111.8359375,110,62,172,,
6,123992,121.0859375,112,64,176,,
6,133462,130.3339844,151,91,242,,
6,142944,139.59375,146,84,230,,
6,152422,148.8496094,136,71,207,,
6,161896,158.1015625,133,75,208,,
6,171372,167.3554688,119,65,184,,
6,180858,176.6191406,120,69,189,,
6,190318,185.8574219,122,68,190,,
6,199786,195.1035156,120,61,181,,
6,209258,204.3535156,124,67,191,,
6,218742,213.6152344,118,50,168,,
6,228204,222.8554688,116,61,177,BAn10m3 (iteration 1),
6,10262,10.02148438,87,55,142,,
6,19730,19.26757813,94,58,152,,
6,29212,28.52734375,94,57,151,,
6,38690,37.78320313,109,75,184,,
6,48168,47.0390625,151,92,243,,
6,57644,56.29296875,121,70,191,,
6,67118,65.54492188,114,51,165,,
6,76586,74.79101563,128,83,211,,
6,86058,84.04101563,103,59,162,,
6,95532,93.29296875,94,48,142,,
6,105002,102.5410156,121,69,190,,
6,114468,111.7851563,111,60,171,,
6,123948,121.0429688,111,68,179,,
6,133440,130.3125,99,67,166,,
6,142920,139.5703125,105,63,168,,
6,152392,148.8203125,110,67,177,,
6,161874,158.0800781,134,82,216,,
6,171354,167.3378906,136,65,201,,
6,180826,176.5878906,114,57,171,,
